,Character,Dialog
452,BRUCE BANNER,I'm being careful.
453,SCOTT LANG,"These are Pym Particles, alright? And ever since Hank Pym got snapped out of existence, this is it. This is what we have. We're not making any more."
454,RHODEY,"Scott, calm down."
455,SCOTT LANG,Sorry. We've got enough for one round trip each. That's it. No do-overs. Plus two test runs.  One test run.
456,SCOTT LANG,All right. I'm not ready for this.
457,CLINT BARTON,I'm game. I'll do it.
458,BRUCE BANNER,"Clint, now you're gonna feel a little discombobulated from the chronoshift. Don't worry about it."
459,RHODEY,"Wai-Wait a second, let me ask you something. If we can do this, you know, go back in time, why don't we just find baby Thanos, you know, and..."
460,BRUCE BANNER,"First of all, that's horrible..."
461,RHODEY,It's Thanos.
462,BRUCE BANNER,"...And secondly, time doesn't work that way. Changing the past doesn't change the future."
463,SCOTT LANG,"Look, we go back, we get the stones before Thanos gets them... Thanos doesn't have the stones. Problem solved."
464,CLINT BARTON,Bingo.
465,NEBULA,That's not how it works.
466,CLINT BARTON,"Well, that's what I heard."
467,BRUCE BANNER,What? By who? Who told you that?
468,RHODEY,"Star Trek, Terminator, TimeCop, Time After Time -"
469,SCOTT LANG,Quantum Leap -
470,RHODEY,"A Wrinkle in Time, Somewhere in Time -"
471,SCOTT LANG,Hot Tub Time Machine -
472,RHODEY,"Hot Tub Time Machine. Bill and Ted's Excellent Adventure. Basically, any movie that deals with time travel."
473,SCOTT LANG,"Die Hard? No, it's not one..."
474,RHODEY,This is known.
475,BRUCE BANNER,"I don't know why everyone believes that, but that isn't true. Think about it: If you travel to the past, that past becomes your future. And your former present becomes the past. Which can't now be changed by your new future..."
476,NEBULA,Exactly.
477,SCOTT LANG,So... Back To The Future's a bunch of bullshit?
478,BRUCE BANNER,"Alright, Clint. We're going in 3... 2... 1!"
479,LILA BARTON,Cooper? Where are my headphones?
480,CLINT BARTON,
481,LILA BARTON,"Yeah, Dad?  Dad?"
482,NATASHA ROMANOFF,"Hey, hey. Look at me. You okay?"
483,CLINT BARTON,"Yeah, it worked. It worked."
484,STEVE ROGERS,"Okay, so the ""how"" works. Now we gotta figure out the when and the where. Almost all of us has had an encounter with at least one of the six Infinity Stones."
485,TONY STARK,Well I'd substitute the word encounter for damn well near been killed by one of the six Infinity Stones.
486,SCOTT LANG,"I haven't, I don't even know what the hell you're all talking about"
487,BRUCE BANNER,"Regardless, we only have enough Pym Particles for one round trip each, and these stones have been in a lot of different places throughout history."
488,TONY STARK,"Our history. So, not a lot of convenient spots to just drop in."
489,CLINT BARTON,Which means we have to pick our targets.
490,TONY STARK,Correct.
491,STEVE ROGERS,"Let's start with the Aether. Thor, what do you know?"
492,NATASHA ROMANOFF,Is he asleep?
493,RHODEY,"No, I'm pretty sure he's dead."
494,THOR,"Where to start? Umm... The Aether, first, is not a stone, someone called it a stone before. It's more of a... an angry sludge thing, so... someones gonna need to amend that. Here's an interesting story though, many years ago... My grandfather had to hide the stones from the Dark Elves...  I'm not done yet, the only thing permanent in life is impermanence."
495,TONY STARK,Awesome. Eggs? Breakfast?
496,THOR,"I'd like a Bloody Mary, thank you."
497,ROCKET,Quill said he stole the Power Stone from Morag.
498,SCOTT LANG,Is that a person?
499,ROCKET,Morag's a planet. Quill was a person.
500,SCOTT LANG,A planet? Like in outer space?
501,ROCKET,"Oh, look. It's like a little puppy, all happy and everything.  Do you wanna go to space? You wanna go to space, puppy? I'll get you to space."
502,NEBULA,Thanos found the Soul Stone on Vormir.
503,NATASHA ROMANOFF,What is Vormir?
504,NEBULA,"A dominion of death, at the very center of Celestial existence. It's where... Thanos murdered my sister."
505,SCOTT LANG,Not it.
506,NATASHA ROMANOFF,That Time Stone guy...
507,BRUCE BANNER,Doctor Strange.
508,NATASHA ROMANOFF,"Yeah, what kind of doctor was he?"
509,TONY STARK,Ear-nose-throat meets rabbit from a hat.
510,BRUCE BANNER,"Nice place in the village, though."
511,TONY STARK,Yeah. Sullivan Street.
512,BRUCE BANNER,Hmm... Bleecker.
513,NATASHA ROMANOFF,"Wait, he lived in New York?"
514,TONY STARK,No. He lived in Toronto.
515,NATASHA ROMANOFF,"Guys, if you pick the right year, there are three stones in New York."
516,BRUCE BANNER,Shut the front door.
517,STEVE ROGERS,"All right. We have a plan. Six Stones, three teams. One shot."
518,STEVE ROGERS,"Five years ago, we lost. All of us. We lost friends... We lost family... We lost a part of ourselves. Today, we have a chance to take it all back. You know your teams, you know your missions. Get the stones, get them back. One round trip each. No mistakes. No do-overs. Most of us are going somewhere we know. But it doesn't mean we should know what to expect. Be careful. Look out for each other. This is the fight of our lives. And we're gonna win.  Whatever it takes. Good luck."
519,ROCKET,He's pretty good at that.
520,SCOTT LANG,Right?
521,TONY STARK,"All right. You heard the man. Stroke those keys, jolly green."
522,BRUCE BANNER,Tractors engaged.
523,ROCKET,"You promise to bring that back in one piece, right?"
524,CLINT BARTON,"Yeah, yeah, yeah, yeah. Okay. I'll do my best."
525,ROCKET,"As promises go, that was pretty lame."
526,NATASHA ROMANOFF,See you in a minute.
527,STEVE ROGERS,"All right, we all have our assignments. Two Stones uptown, one Stone, down. Stay low. Keep an eye on the clock."
528,STEVE ROGERS,Feel free to smash a few things along the way.
529,BRUCE BANNER,"I think it's gratuitous, but whatever."
530,THE ANCIENT ONE,I'd be careful going that way. We just had the floors waxed.
531,BRUCE BANNER,"Ma'am, I'm looking for Doctor Strange."
532,THE ANCIENT ONE,You're about... five years too early. Stephen Strange is currently performing surgery about twenty blocks that way. What do you want from him?
533,BRUCE BANNER,"That, actually."
534,THE ANCIENT ONE,Ah! I'm afraid not.
535,BRUCE BANNER,"Sorry, but I wasn't asking."
536,THE ANCIENT ONE,You don't wanna do this.
537,BRUCE BANNER,"Ah, you're right, I don't.  But I need that stone, and I don't have time to beat it-"
538,THE ANCIENT ONE,"Let's start over, shall we?"
539,THOR,That's Jane.
540,ROCKET,"All right. Here's the deal, Tubby: You're gonna charm her and I'm gonna poke her with this thing,  and extract the Reality Stone and get gone, lickety-split."
541,THOR,"I'll be right back, okay? There's a wine cellar, that's just down there. My father used to fish huge barrel of ale. I'll see if the cellar has a couple of..."
542,ROCKET,Hey! Hey! Aren't you drunk enough already?
543,ROCKET,Who's the fancy broad?
544,THOR,It's my Mother. She dies today.
545,ROCKET,Oh. That's today?
546,THOR,I can't do this. I can't do this. I shouldn't be here. I shouldn't have come.This was a bad idea.
547,ROCKET,Come here.
548,THOR,"No, no, no. I think I'm having...I'm having a panic attack. I shouldn't be here...this is...this is a bad-"
549,ROCKET,Come here. Right here.
550,ROCKET,"You think you're the only one who lost people? What do you think we're doing here? I lost the only family I ever had. Quill, Groot, Drax, the chick with the antenna, all gone. Now, I get you miss your Mom. But she's gone. Really gone. And there are plenty of people who are only kinda gone. But you can help them. So is it too much to ask that you brush the crumbs outta your beard, make schmoopy talk to Pretty Pants, and when she's not looking, suck out the Infinity Stone and help me get my family back?"
551,THOR,Okay.
552,ROCKET,Are you crying?
553,THOR,No...Yes!
554,ROCKET,Get it together! You can do this. You can do this. All right?
555,THOR,"Yes, I can."
556,ROCKET,Good.
557,THOR,"I can do this. I can do it, I can't do this."
558,ROCKET,"Alright, Heartbreaker. She's alone. This is our shot.  Thor? Thor! Aaagh!!!"
559,RHODEY,"Alright. Bring it down low. Right on that line. That's it. Down, down."
560,CLINT BARTON,"Hey, can we hurry it up?"
561,NATASHA ROMANOFF,"Guys, chop-chop. Come on. We're on a clock."
562,RHODEY,"All that, is really helpful.  Take care, okay?"
563,NATASHA ROMANOFF,Yeah.
564,RHODEY,Take that stone and come back. No messing around.
565,CLINT BARTON,Hey. You got this.
566,RHODEY,"Let's get it done. Yes, sir."
567,NATASHA ROMANOFF,See you back.
568,RHODEY,You guys watch each other's six.
569,CLINT BARTON,Yeah.
570,NEBULA,The coordinates for Vormir are laid in. All they have to do is not fall out.
571,CLINT BARTON,It's a long way from Budapest.
572,RHODEY,"Okay, so, uhh... We just wait around for this Quill guy to show up and then he leads us to the Power Stone, is that it?"
573,NEBULA,Let's take cover. We're not the only ones in 2014 looking for the stones.
574,RHODEY,"Wait a minute, what are you talking about right now? Who else is looking for these stones?"
575,NEBULA,"My father, my sister... and me."
576,RHODEY,And you? Where are you right now?
577,GAMORA,You're welcome.
578,NEBULA,I didn't ask for your help.
579,GAMORA,"And yet, you always need it.  Get up. Father wants us back on the ship."
580,NEBULA,Why?
581,GAMORA,He's found an Infinity Stone.
582,NEBULA,Where?
583,GAMORA,On a planet called Morag.
584,NEBULA,Father's plan is finally in motion.
585,GAMORA,"One stone isn't six, Nebula."
586,NEBULA,It’s a start.
587,GAMORA,If he gets all of them...
588,THANOS,Ronan's located the Power Stone. I'm dispatching you to his ship.
589,GAMORA,He won't like that.
590,THANOS,"His alternative is death, then.  Ronan's obsession clouds his judgement."
591,NEBULA,"We will not fail you, Father."
592,THANOS,"No, you won't."
593,NEBULA,I swear...I will make you proud.
594,RHODEY,"We just, wait around for this Quill guy to show up, and then he leads us to the Power Stone, is that it?"
595,NEBULA,Let's take cover. We're not the only ones in 2014 looking for the stones.
596,GAMORA,Who was that?
597,NEBULA,I don't know...My head is splitting...I don't know...
598,GAMORA,Her synaptic drive was probably damaged in battle.
599,THANOS,Shhh...  Bring her to my ship.
600,TONY STARK,"Got to hustle, Cap. Things look like they're just about wrapped up here."
601,STEVE ROGERS,Got it. I'm approaching the elevator now.
602,LOKI,If it's all the same to you... I'll have that drink now.
603,TONY STARK,"All right, get him on his feet. We can all stand around posing up a storm later. By the way, feel free to clean up."
604,TONY STARK,"Uh, Mr. Rogers. I almost forgot that that suit  did nothing for your ass."
605,STEVE ROGERS,"No one asked you to look, Tony."
606,TONY STARK,It's ridiculous
607,SCOTT LANG,"I think you look great, Cap. As far as I'm concerned, that's America's ass."
608,NATASHA ROMANOFF,"Uhh, magic wand?"
609,TONY STARK,STRIKE team's coming to secure it.
610,SITWELL,We can take that  off your hands.
611,NATASHA ROMANOFF,By all means. Careful with that thing.
612,CLINT BARTON,Unless you want your mind erased. And not in a fun way.
613,SITWELL,We promise to be careful.
614,SCOTT LANG,Who are these guys?
615,TONY STARK,"They are SHIELD...Well, actually Hydra. But, we didn't know that yet."
616,SCOTT LANG,"Seriously, you didn't? I mean...they look like bad guys."
617,TONY STARK,"You're small, but you're talking loud."
618,STEVE ROGERS,On my way down to coordinate search and rescue.
619,LOKI,"I mean, honestly! How do you think you'll be..."
620,THOR,Shut up.
621,TONY STARK,"All right, you're up, little buddy.  There's our stone."
622,SCOTT LANG,Alright. Flick me.
623,HULK,Move.
624,THOR,Whoa!
625,TONY STARK,"Whoa, whoa. Hey! Buddy. What do you think? Maximum occupancy has been reached."
626,THOR,Take the stairs.
627,TONY STARK,Yeah.  Stop. Stop!
628,HULK,Take the stairs! Hate the stairs!
629,TONY STARK,"All right, Cap. I got our scepter in the elevator just passing the 80th floor."
630,STEVE ROGERS,On it. Head to the lobby.
631,TONY STARK,Alright. I'll see you there.
632,SITWELL,"Evidence secure. We're en route to Dr. List. No. No hitches at all, Mr. Secretary."
633,SITWELL,Captain. I thought you were coordinating search and rescue?
634,STEVE ROGERS,Change of plans.
635,RUMLOW,"Hey, Cap."
636,STEVE ROGERS,Rumlow.  I just got a call from the Secretary. I'm gonna be running point on the scepter.
637,SITWELL,Sir? I don't understand.
638,STEVE ROGERS,We got word there may be an attempt to steal it.
639,RUMLOW,"Sorry, Cap. I can't give you the scepter."
640,SITWELL,I'm gonna have to call the Director.
641,STEVE ROGERS,That's okay. Trust me.  Hail Hydra.
642,HULK,So many stairs!
643,TONY STARK,"Thumbelina, do you copy? I've got eyes on the prize. It's go-time."
644,SCOTT LANG,Bombs away.  Is... is that Axe body spray?
645,TONY STARK,"Yeah, I had a can just for emergencies. Relax. Can we focus, please?"
646,SCOTT LANG,I'm going inside you. Now.
647,ALEXANDER PIERCE,May I ask you where you're going?
648,THOR,"To lunch and then Asgard. I'm sorry, you are?"
649,TONY STARK,"Alexander Pierce. He's the man, one of the folks behind Nick Fury."
650,ALEXANDER PIERCE,My friends call me Mr. Secretary. I'm gonna have to ask you to turn that prisoner over to me.
651,THOR,Loki will be answering to Odin himself.
652,ALEXANDER PIERCE,"Oh, he's gonna answer to us. Odin can have what's left. And I'm gonna need that case, that's been SHIELD property for over 70 years."
653,HYDRA AGENT,"Hand over the case, Stark."
654,TONY STARK,"All right, move it, Stuart Little. Things are getting dicey up here. Let's go."
655,TONY STARK,"I'm not gonna argue who's got the higher authority here, all right?"
656,SCOTT LANG,You promise me you won't die?
657,TONY STARK,You're only giving me a mild cardiac dysrhythmia.
658,SCOTT LANG,That doesn't sound mild.
659,ALEXANDER PIERCE,I need the case.
660,TONY STARK,I know you got a lotta pull. I'm just saying...
661,ALEXANDER PIERCE,Okay. Then give me the case.
662,TONY STARK,"Do it, Lang!"
663,TONY STARK,Get your hands off!
664,TONY STARK,Window's closing. Pull my pin!
665,SCOTT LANG,Here goes!
666,ALEXANDER PIERCE,Stark?
667,THOR,Stark!
668,ALEXANDER PIERCE,"Look, he's convulsing. Give him air! Medic!"
669,TONY STARK,"MEDIC! You guys, some help!"
670,ALEXANDER PIERCE,"Stark, you--- your chest machine?"
671,TONY STARK,Good job. Meet me in the alley. I'm gonna grab a quick slice.
672,HULK,NO STAIRS!!!!
673,THOR,"You'll be fine, Stark. Stay with us! I'll try something, okay? I have no idea if it's gonna work."
674,THOR,YES!
675,TONY STARK,That worked a treat. That was so crazy!
676,THOR,I had no idea if that was gonna work.
677,TONY STARK,The case?
678,THOR,"The case. It's, uhh... Where's the case? Where's Loki? Loki!"
679,SCOTT LANG,"That wasn't supposed to happen, was it?"
680,TONY STARK,"Oh, we blew it."
681,THOR,Loki!?
682,STEVE ROGERS,"Tony, what's going on? Tell me you found that cube.  Oh, you gotta be shitting me."
683,STEVE ROGERS,I have eyes on Loki. 14th floor.
684,STEVE ROGERS,I'm not Loki. And I don't wanna hurt you.
685,STEVE ROGERS,I can do this all day.
686,STEVE ROGERS,"Yeah, I know. I know."
687,STEVE ROGERS,Where did you get this?
688,STEVE ROGERS,Bucky... is... alive!
689,STEVE ROGERS,What?
690,STEVE ROGERS,That is America's ass.
691,BRUCE BANNER,"Please, please!"
692,THE ANCIENT ONE,"I'm sorry, I can't help you, Bruce. If I give up the Time Stone to help your Reality, I'm dooming my own."
693,BRUCE BANNER,"With all due respect, I'm not sure the science really supports that."
694,THE ANCIENT ONE,"The Infinity Stones create what you experience as the flow of time. Remove one stone and that flow splits.  Now, this may benefit your reality, but my new one…not so much. In this new branched Reality, without our chief weapon against the forces of darkness, our world will be overrun. Millions will suffer. So, tell me, Doctor, can your science prevent all that?"
695,BRUCE BANNER,"No, but we can erase it. Because once we are done with the stones, we can return each one to its own timeline at the moment it was taken. So, chronologically,  it never left."
696,THE ANCIENT ONE,"But you are leaving out the most important part. In order to return the stones, you have to survive."
697,BRUCE BANNER,We will. I will. I promise.
698,THE ANCIENT ONE,I can't risk this Reality on a promise. It is the duty of the Sorcerer Supreme to protect the Time Stone.
699,BRUCE BANNER,"Then, why the hell did Strange give it away?"
700,THE ANCIENT ONE,What did you say?
701,BRUCE BANNER,"Strange, he gave it away. He gave it to Thanos."
702,THE ANCIENT ONE,Willingly?
703,BRUCE BANNER,Yes!
704,THE ANCIENT ONE,...Why?
705,BRUCE BANNER,I have no idea. Maybe he made a mistake.
706,THE ANCIENT ONE,Or I did.  Strange is meant to be the best of us.
707,BRUCE BANNER,So he must have done it for a reason.
708,THE ANCIENT ONE,I fear you might be right.
709,BRUCE BANNER,Thank you.
710,THE ANCIENT ONE,"I'm counting on you, Bruce. We all are."
711,THANOS,Run diagnostics. Show me her memory file.
712,EBONY MAW,"Sire, the file appears entangled. It was a memory, but not hers. There's another consciousness sharing her network...another Nebula."
713,THANOS,Impossible.
714,EBONY MAW,This duplicate carries a time stamp... from nine years in the future.
715,THANOS,Where is this other Nebula?
716,EBONY MAW,In our solar system. On Morag.
717,THANOS,Can you access her?
718,EBONY MAW,Yes. The two are linked.
719,THANOS,Search the duplicate's memories for Infinity Stones.
720,BRUCE BANNER,And these stones have been in a lot of different places throughout history.
721,TONY STARK,"Our history. So, not a lot of convenient spots to just drop in."
722,CLINT BARTON,Which means we have to pick our targets.
723,TONY STARK,Correct.
724,THANOS,Freeze image.
725,GAMORA,Terrans.
726,THANOS,"Avengers. Unruly wretches. What's that reflection? Amplify this, Maw."
727,GAMORA,I don't understand. Two Nebulas.
728,THANOS,No. The same Nebula. From two different times. Set course for Morag. Scan the duplicate's memories. I want to see everything.
729,FRIGGA,"My ladies, I'll see you after. Go on."
730,FRIGGA,What are you doing?
731,THOR,Aah!!!
732,FRIGGA,Aah!!!
733,THOR,"OH, God!"
734,FRIGGA,You're better off leaving the sneaking to your brother.
735,THOR,"Yeah, I was simply just going for a walk, and uh..."
736,FRIGGA,What are you wearing?
737,THOR,I always wear this. This is one of my favorites.
738,FRIGGA,What's wrong with your eye?
739,THOR,"Oh, my eye. That's... you remember the Battle of Haroquin? When I got hit in the face with a broadsword?"
740,FRIGGA,"You're not the Thor I know at all, are you?"
741,THOR,"Yes, I am."
742,FRIGGA,"The future hasn't been kind to you, has it?"
743,THOR,I didn't say I'm from the future.
744,FRIGGA,"I was raised by witches, boy. I see with more than eyes, and you know that."
745,THOR,"I am totally, totally from the future."
746,FRIGGA,"Yes, you are."
747,THOR,I really need to talk to you.
748,FRIGGA,We can talk.
749,THOR,His head was over there... His body over there... What was the point? I was too late. I was just standing there. Some idiot with an axe.
750,FRIGGA,You're no idiot. You're here aren't you? Seeking counsel from the wisest person in Asgard.
751,THOR,"I guess, yeah."
752,FRIGGA,Idiot? No. A failure? Absolutely.
753,THOR,That's a little bit harsh.
754,FRIGGA,You do know what that makes you? Just like everyone else.
755,THOR,"I'm not supposed to be like everyone else, am I?"
756,FRIGGA,"Everyone fails at who they are supposed to be, Thor. The measure of a person, of a hero, is how well they succeed at being who they are."
757,THOR,"I really missed you, Mum."
758,ROCKET,Thor! I got it!
759,ASGARDIAN SOLDIER,Get that rabbit!
760,THOR,"Ma, I have to tell you something."
761,FRIGGA,"No, son. You don't. You're here to repair your future, not mine."
762,THOR,But this is about your future.
763,FRIGGA,It's none of my business.
764,ROCKET,"Hey. You must be Mom. I got the thing. Come on, we got to move."
765,THOR,I wish we had more time.
766,FRIGGA,"No, this was a gift. And you're going to be the man you're meant to be."
767,THOR,"I love you, Mom."
768,FRIGGA,I love you. And eat a salad.
769,ROCKET,Come on. We gotta go.
770,FRIGGA,Goodbye.
771,ROCKET,Three... two...
772,THOR,"No, wait!"
773,ROCKET,Wh- what am I looking at?
774,FRIGGA,"Oh, sometimes it takes a second."
775,THOR,I'm still worthy.
776,ROCKET,"Oh, boy."
777,THOR,"Goodbye, Mom."
778,FRIGGA,Goodbye.
779,RHODEY,So he's an idiot?
780,NEBULA,Yeah.
781,RHODEY,What's that?
782,NEBULA,The tool of a thief.
783,RHODEY,"Whoa, whoa, whoa, whoa...This is the part where spikes come out with skeletons on the end and everything..."
784,NEBULA,What are you talking about?
785,RHODEY,"When you break into a place called the temple of the Power Stone, There's gonna be a bunch of booby traps–"
786,RHODEY,Okay. All right. Go ahead.
787,NEBULA,I wasn't always like this.
788,RHODEY,"Me either. But we work with what we got, right?"
789,RHODEY,Sync up.  Three.. two.. one...
790,BRUCE,You murdered trillions!
791,THANOS,You should be grateful.
792,NATASHA,Where are the stones?
793,THANOS,Gone. Reduced to atoms.
794,BRUCE,You used them two days ago.
795,THANOS,I used the stones to destroy the stones. It nearly killed me. But the work is done. It always will be. I am inevitable.
796,GAMORA,What did you do to them?
797,THANOS,Nothing. Yet. They're not trying to stop something I'm going to do in our time. They're trying to undo something I've already done in theirs.
798,GAMORA,The stones...
799,THANOS,I found them all. I won. Tipped the cosmic scales to balance.
800,EBONY MAW,This is your future.
801,THANOS,It's my destiny.
802,NEBULA,My father is many things. A liar is not one of them.
803,THANOS,"Ah...Thank you, Daughter. Perhaps I treated you too harshly..."
804,THANOS,"And that, is destiny fulfilled."
805,EBONY MAW,"Sire, your Daughter..."
806,NEBULA,No!
807,EBONY MAW,...is a traitor.
808,NEBULA,That's not me. It's not. I could never...I would never betray you. Never.
809,THANOS,I know. And you'll have the chance to prove it.
810,NEBULA,"No! He knows!  Barton? Barton, come in. Romanoff? Come in, we have a problem. Come on! Come in, we have a prob....Thanos knows. Thanos… He knows."
811,TONY STARK,Cap–
812,TONY STARK,"Sorry, buddy. We got a– problem."
813,SCOTT LANG,"Huh. Yeah, we do."
814,STEVE ROGERS,"Well, what are we gonna do now?"
815,TONY STARK,"You know what? Give me a break, Steve. I just got hit in the head with the Hulk."
816,SCOTT LANG,You said that we had one shot. This– this was our shot. We shot it. It's shot. Six stones or nothing. Six stones or nothing–
817,TONY STARK,"You're repeating yourself, you know that? You're repeating yourself."
818,SCOTT LANG,You're repeating yourself. You're repeating yourself. You know– No.
819,TONY STARK,"Dude, come on."
820,SCOTT LANG,"You never wanted a time heist, you went on board with the time heist–"
821,TONY STARK,I dropped the ball.
822,SCOTT LANG,You ruined the time heist.
823,TONY STARK,Is that what I did?
824,SCOTT LANG,Yeah!
825,STEVE ROGERS,Are there any other options with the Tesseract?
826,SCOTT LANG,"No, no, no. There's no other options. There's no do-overs. We're not going anywhere else. We have one particle left. Each. That's it, alright? We use that– Bye, bye. You're not going home."
827,STEVE ROGERS,"Yeah, well if we don't try, then no one else is going home, either."
828,TONY STARK,"I got it. There's another way. To retake the Tesseract and acquire new particles. We'll stroll down memory lane. Military installation, Garden State."
829,STEVE ROGERS,When were they both there?
830,TONY STARK,They were there at a– I've a vaguely exact idea.
831,STEVE ROGERS,How vague?
832,SCOTT LANG,What are you talking about? Where are we going?
833,TONY STARK,I know for a fact they were there–
834,SCOTT LANG,Who's they? What are we doing?
835,TONY STARK,And I know how I know.
836,SCOTT LANG,"Guys, what's up? What is it?"
837,TONY STARK,"Well, it looks like we're improvising."
838,SCOTT LANG,Right. What are we improvising?
839,TONY STARK,"Scott, get this back to the compound."
840,TONY STARK,Suit up.
841,SCOTT LANG,What's in New Jersey?
842,TONY STARK,"0-4,"
843,STEVE ROGERS,0-4–-
844,TONY STARK,"Uhh, 0-7."
845,STEVE ROGERS,0-7.-
846,SCOTT LANG,Excuse me...
847,TONY STARK,1-9-7-0.
848,STEVE ROGERS,Are you sure?
849,SCOTT LANG,"Cap. Captain. Steve, sorry, America. Rogers. Look,if you do this, and this doesn't work,you're not coming back."
850,TONY STARK,"Thanks for the pep talk, pissant. Do you trust me?"
851,STEVE ROGERS,I do.
852,TONY STARK,Your call.
853,STEVE ROGERS,Here we go.
854,"OUR WATCHER INFORMANT, STAN LEE","Hey, man! Make love, not war!"
855,TONY STARK,"Clearly, you weren't actually born here, right?"
856,STEVE ROGERS,The idea of me was.
857,TONY STARK,"Right. Well, imagineyou're SHIELD, running a quasi-fascisticintelligence organization. Where do you hide it?"
858,STEVE ROGERS,In plain sight.
859,TONY STARK,"Good luck on yourmission, Captain."
860,STEVE ROGERS,"Good luck on yourproject, doctor."
861,ELEVATOR LADY,You're new here?
862,STEVE ROGERS,Not exactly.
863,TONY STARK,Gotcha. Back in the game.
864,HOWARD STARK,"Arnim, you in there? Arnim? Hey! Door's this way, pal."
865,TONY STARK,"Oh, yeah."
866,HOWARD STARK,I'm looking for Dr. Zola.Have you seen him?
867,TONY STARK,"Yeah, no, Dr. Zol– No, I haven't seen a soul.  Pardon me."
868,HOWARD STARK,Do I know you?
869,TONY STARK,"No, sir. I'm a– a visitor from MIT."
870,HOWARD STARK,Huh. MIT. Got a name?
871,TONY STARK,Uh– Howard.
872,HOWARD STARK,"Well, that'll beeasy to remember."
873,TONY STARK,Howard– Potts.
874,HOWARD STARK,"Well, I'm Howard Stark."
875,TONY STARK,Hi.
876,HOWARD STARK,"Shake it, don't pull it."
877,TONY STARK,Yeah–
878,HOWARD STARK,"You look a little green aroundthe gills there, Potts."
879,TONY STARK,"I'm fine. Just, long hours."
880,HOWARD STARK,"Wanna get some air? Hello, Potts."
881,TONY STARK,Yeah. That would be swell.
882,HOWARD STARK,That way.
883,TONY STARK,Okay.
884,HOWARD STARK,Need your briefcase?
885,HOWARD STARK,"You're not one ofthose beatniks, are ya, Potts?"
886,CAPTAIN STEVENS,Hello. Dr. Pym?
887,HANK PYM,That would be the number that you called. Yes.
888,CAPTAIN STEVENS,This is Captain Stevens from shipping. We have a package for you.
889,HANK PYM,Bring it up.
890,CAPTAIN STEVENS,"Well, that's the thing, sir. We can't."
891,HANK PYM,I'm confused. I thought that was your job.
892,CAPTAIN STEVENS,"Well, it's just– Sir,the box is glowing and, to be honest, some of our mailguys aren't feeling that great."
893,HANK PYM,"They didn't open it, did they?"
894,CAPTAIN STEVENS,"Yeah, they did. You better get down here."
895,HANK PYM,Excuse me! Out of the way!
896,TONY STARK,"So, flowers and sauerkraut. Yougot a big date tonight?"
897,HOWARD STARK,"My wife's expecting. And, uh– Too muchtime in the office."
898,TONY STARK,Congratulations.
899,HOWARD STARK,"Thanks. Hold this, will you?"
900,TONY STARK,"Yeah, sure. How far along is she?"
901,HOWARD STARK,I don't know– Uh– She's at the point where she can't stand the sound of my chewing. I guess I'll be eatingdinner in the pantry again.
902,TONY STARK,I have a little girl.
903,HOWARD STARK,A girl would be nice. Less of a chanceshe'd turn out exactly like me.
904,TONY STARK,What'd be so awful about that?
905,HOWARD STARK,Let's just say that the greatergood has rarely outweighed my own self-interests.
906,SECURITY OFFICER,And you've never seen these two men before?
907,ELEVATOR LADY,"No, I've got an eye for this. The two of them looked fishy."
908,SECURITY OFFICER,Can you describe them?
909,ELEVATOR LADY,"Well, one of them had a hippie beard."
910,SECURITY OFFICER,Hippie? Like Bee Gees or Mungo Jerry?
911,ELEVATOR LADY,Definitely Mungo Jerry.
912,SECURITY OFFICER,"Yeah, this is Chesler. Ineed every available MPs on sub-level 6. We havea potential breach."
913,TONY STARK,"So, where are youat with names?"
914,HOWARD STARK,"Well, if it's a boy, my wife likes Elmonzo."
915,TONY STARK,"Huh, Might wanna let that stew awwhile. You got time."
916,HOWARD STARK,Let me ask you a question. When your kid was born– were you nervous?
917,TONY STARK,Wildly. Yeah.
918,HOWARD STARK,Did you feel qualified? Like you had any idea how tosuccessfully operate that thing?
919,TONY STARK,"I literally pieced it together as I went along, I thought about what my Dad did, and–"
920,HOWARD STARK,"My old man, he never met a problem he couldn't solve with a belt."
921,TONY STARK,"I thought my dad was tough on me. And now, looking back, I just remember the good stuff, you know. He did drop the odd pearl."
922,HOWARD STARK,Yeah? Like what?
923,TONY STARK,"""No amount of money everbought a second of time."""
924,HOWARD STARK,Smart guy.
925,TONY STARK,He did his best.
926,HOWARD STARK,"Let me tell you. Thatkid's not even here yet, and there's nothing Iwouldn't do for him. Good to meet you, Potts."
927,TONY STARK,"Yeah, Howard– Everything's gonna be all right. Thank you– for everything– you've done for this country."
928,HOWARD STARK,"Jarvis, have we ever met that guy?"
929,EDWIN JARVIS,"You meet a lot of people, sir."
930,HOWARD STARK,Seems very familiar. Weird beard.
931,NEBULA,You're weak.
932,NEBULA,I'm you.
933,NEBULA,You can stop this. You know you want to. Did you see whathappens in the future? Thanos finds the Soul Stone. You wanna knowhow he does that? You wanna know whathe does to you?
934,NEBULA,That's enough.  You disgust me. But that doesn'tmean you're useless.
935,NEBULA,How do I look?
936,CLINT BARTON,"Wow– Under different circumstances, this would be totally awesome."
937,NATASHA ROMANOFF,I bet the raccoon didn'thave to climb a mountain.
938,CLINT BARTON,"Technically, he's nota raccoon, you know."
939,NATASHA ROMANOFF,Whatever. He eats garbage
940,RED SKULL,Welcome.
941,RED SKULL,"Natasha, daughter of Ivan. Clint, son of Edith."
942,NATASHA ROMANOFF,Who are you?
