,Character,Dialog
487,Harley Keener,S...Sorry.
488,Tony Stark,"Are you? Don't worry about it, I'll fix it. So, uh, who's home?"
489,Harley Keener,"Well, my mom already left for the diner and dad went to 7-Eleven to get scratchers. I... I guess he won, 'cause that was six years ago."
490,Tony Stark,"Mm. Which happens, dads leave. No need to be a pussy about it. Here's what I need: a laptop, a digital watch, a cell phone, the pneumatic actuator from your bazooka over there, a map of town, a big spring, and a tuna fish sandwich."
491,Harley Keener,What's in it for me?
492,Tony Stark,Salvation. What's his name?
493,Harley Keener,Who?
494,Tony Stark,"The kid that bullies you at school, what's his name?"
495,Harley Keener,How'd you know that?
496,Tony Stark,I got just the thing.  Deal? Deal? What'd you say?
497,Harley Keener,Deal.
498,Tony Stark,Deal?  What's you're name?
499,Harley Keener,Harley. And you're...
500,Tony Stark,The mechanic. Tony
501,Computer Voice,Stark Secure Server. Retinal scan: Verified.
502,Tony Stark,"Pepper, it's me.  I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again."
503,Pepper Potts,Why were you at the house tonight? What was so important that you had to speak to Tony?
504,Maya Hansen,"I think that my boss is working for the Mandarin. So if you still want to talk about it, I suggest that we get ourselves someplace safe."
505,Pepper Potts,"Your boss works for the Mandarin, you think? But Tony says you're a botanist, so..."
506,Maya Hansen,"That figures. What I actually am is a biological DNA coder running a team of forty out of a privately-funded think tank, but sure you can call me a botanist."
507,Pepper Potts,"This boss of yours, does he have a name?"
508,Maya Hansen,"Yeah, Aldrich Killian."
509,Savin,"Well, we took the house down, sir..."
510,Aldrich Killian,Mmhmm.
511,Savin,But there's no sign of a body.
512,Aldrich Killian,I see.
513,Savin,No Stark.
514,Aldrich Killian,"I have to go.  Alright everybody. No talking and no eye contact, unless you wanna get shot in the face."
515,Mandarin Look-Out,The Master is travelling.
516,The Mandarin,Well then. What are we waiting for?
517,Tony Stark,"The sandwich was fair, the spring was a little rusty, the rest of the materials, I'll make do. By the way, when you said your sister had a watch, I was kinda hoping for something a little more than that."
518,Harley Keener,"She's six! Anyway, it's limited edition. When can we talk about New York?"
519,Tony Stark,"Maybe never, relax about it."
520,Harley Keener,"What about The Avengers, can you talk about them?"
521,Tony Stark,"I don't know, later. Hey kid, give me a little space.  What's the official story here? What happened?"
522,Harley Keener,"I guess this guy named Chad Davis, used to live roundabouts, won a bunch of medals in the army. One day, folks said he went crazy and made, you know, a bomb. Then he blew himself up right here."
523,Tony Stark,"Six people died, right?"
524,Harley Keener,Yeah.
525,Tony Stark,Including Chad Davis?
526,Harley Keener,Yeah.
527,Tony Stark,"Yeah. That doesn't make sense.  Think about it. Six dead, only five shadows."
528,Harley Keener,"Yeah, people said these shadows are like the mark of souls gone to Heaven. Except the bomb guy, he went to Hell on account of he didn't get a shadow. That's why there's only five."
529,Tony Stark,Do you buy that?
530,Harley Keener,That's what everyone says. You know what this crater reminds me of?
531,Tony Stark,No idea. I'm not...I don't care.
532,Harley Keener,"That giant wormhole, in um...in New York. Does it remind you?"
533,Tony Stark,That's manipulative. I don't want to talk about it.
534,Harley Keener,Are they coming back? The aliens?
535,Tony Stark,"Maybe. Can you stop? Remember when I told you, that I have an anxiety issue?"
536,Harley Keener,Does this subject make you...make you edgy?
537,Tony Stark,"Yeah, a little bit. Can I just catch my breath for a second?"
538,Harley Keener,Are there bad guys in Rose Hills? Do you...do you need a plastic bag to breathe into? Do you have medication?
539,Tony Stark,Nope.
540,Harley Keener,Do you need to be on it?
541,Tony Stark,Probably.
542,Harley Keener,Do you have PTSD?
543,Tony Stark,I don't think so.
544,Harley Keener,"Are you...are you going completely mental? I can stop, do you want me to stop? Do you want me to stop?"
545,Tony Stark,"Remember when I said to stop doing that? I swear to God, you're going to freak me out!  Ah man, you did it, didn't you? You happy now?"
546,Harley Keener,What did I say?
547,Tony Stark,"Your fault, you spazzed me out. Okay, back to business. Where were we? The guy who died...relatives? Mom? Mrs. Davis, where is she?"
548,Harley Keener,Where she always is.
549,Tony Stark,"See, now you're being helpful."
550,Brandt,Thank you.
551,Tony Stark,"Nice haircut, suits you."
552,Brandt,Nice watch.
553,Tony Stark,"Yeah, limited edition."
554,Brandt,"Oh, I don't doubt it."
555,Tony Stark,"Mrs. Davis, mind if I join you?"
556,Mrs. Davis,Free country.
557,Tony Stark,It sure is.
558,Mrs. Davis,Alright. Where'd you like to start?
559,Tony Stark,I just want to say I'm sorry about your loss. I want to know what you think happened.
560,Mrs. Davis,"Look, I brought your damn file. You take it and go."
561,Tony Stark,"Clearly, you're waiting for someone else. Yeah? Supposed to meet somebody here?"
562,Mrs. Davis,Yeah.
563,Tony Stark,"Mrs. Davis, your son didn't kill himself, I guarantee you. He didn't kill anyone. Someone used him."
564,Mrs. Davis,What?
565,Tony Stark,As a weapon.
566,Mrs. Davis,"You're not the person who called me after all, are you?"
567,Brandt,"Actually, I am."
568,Rose Hills Sheriff,"Hey, hey, hey! What's all this about? What the hell's going on here?"
569,Brandt,"It's called an arrest.  Sheriff, is it?"
570,Rose Hills Sheriff,"Yes ma'am, it is. And you are?"
571,Brandt,Homeland Security.  We good here?
572,Rose Hills Sheriff,"No, we're not good. I need a little more information than that."
573,Brandt,"Well, I think it's a little above your pay grade, Sheriff."
574,Rose Hills Sheriff,"Yeah, well, why don't you get on the horn to Nashville and uh...upgrade me?"
575,Brandt,"Alright, you know what? I was hoping to do this the smart way, but uh...the fun way's always good."
576,Rose Hills Sheriff,"Deputy, get this woman and..."
577,Tony Stark,"Hey hot wings, you wanna party? You and me, let's go.  Crazy, huh?"
578,Rose Hill Christmas Tree Shopper,Yeah.
579,Tony Stark,Watch this.
580,Brandt,That's all you got? Cheap trick and a cheesy one-liner?
581,Tony Stark,"Sweetheart, that could be the name of my autobiography."
582,Harley Keener,Let me go!
583,Savin,"Help me! Help me!  Hey kid, what would you like for Christmas?"
584,Harley Keener,"Mr. Stark, I am so sorry!"
585,Savin,"Oh. No, no. I think he was trying to say, ""I want my god damn file."""
586,Tony Stark,"It's not your fault, kid. Remember what I told you about bullies."
587,Harley Keener,You're welcome
588,Tony Stark,For what? Did I miss something?
589,Harley Keener,Me saving your life
590,Tony Stark,"Yeah. A, saved you first. B, thanks, sort of. And C, if you do someone a solid, don't be a yutz, alright? Just play it cool otherwise you come off grandiose."
591,Harley Keener,"Unlike you? Admit it, you need me. We're connected."
592,Tony Stark,"What I need is for you to go home, be with your mom, keep your trap shut, guard the suit and stay connected to the telephone because if I call, you better pick up. Okay, can you feel that? We're done here. Move it out the way or I'm going to run you over. Bye kid.  I'm sorry, kid, you did good."
593,Harley Keener,"So now you're just going to leave me here, like my dad?"
594,Tony Stark,"Yep  Wait, you're guilt tripping me, aren't you?"
595,Harley Keener,I'm cold.
596,Tony Stark,
597,Harley Keener,It was worth a shot.
598,Government Employee,"Mr Vice President, I think you should see this."
599,Vice President,"Oh god, not again. Is the President getting this?"
600,The Mandarin,"Mr President. Only two lessons remain and I intend to finish this before Christmas morning. Meet Thomas Richards.  But I'm sure he's a really good guy. I'm going to shoot him in the head, live on your television in 30 seconds."
601,Thomas Richards,No!
602,The Mandarin,"The number for this telephone is in your cell phone. Exciting, isn't it, imagining how it got there? America, if your president calls me in the next half-minute, Tom lives. Go!"
603,Government Official #1,How did he hack my phone?
604,Government Official #2,We can't allow terrorists to dictate...
605,President Ellis,I have to make this call.
606,Government Official #2,I'd strongly advise against that.
607,President Ellis,This is the right thing to do.
608,The Mandarin,"There's just one lesson left, President Ellis. So run away, hide, kiss your children goodbye. Because nothing, not your army, not your red, white and blue attack dog, can save you. I'll see you soon."
609,President Ellis,"Tell Rhodes, find this lunatic right now."
610,Military Aide,"Sir, we tracked the broadcast signal. We have a possible point of origin in Pakistan and the Patriot is ready to strike."
611,President Ellis,Right now.
612,Military Aide,"Yes, sir."
613,Tony Stark,"Man. Happy, Happy, Happy-"
614,Rhodey,Don't move!  Uh... Hang on a second. Hello?
615,Tony Stark,"You ever have a chick straddling you and you look up and suddenly she's glowing from the inside out, kind of a bright orange?"
616,Rhodey,"Yeah, I've had that. Who is this?"
617,Tony Stark,"It's me, pal. Now, last time I went missing, if I remember correctly, you came looking for me. What are you doing?"
618,Rhodey,"A little knock-and-talk, making friends in Pakistan. What are you doing?"
619,Tony Stark,"Your redesign, your big rebrand, that was AIM, right?"
620,Rhodey,Yeah.
621,Tony Stark,"I'm gonna find a heavy-duty comm sat right now, I need your login."
622,Rhodey,"It's the same as it's always been, ""WarMachine68."""
623,Tony Stark,"And password, please."
624,Rhodey,"Well, look, I gotta change it every time you hack in, Tony."
625,Tony Stark,"It's not the '80s, nobody says ""hack"" any more. Give me your login."
626,Rhodey,"""WAR MACHINE ROX"" with an ""X,"" all caps."
627,Tony Stark,"That is so much better than ""lron Patriot."""
628,EMCEE,Very nice. Very nice. I have one question for you. What would you like for Christmas this year?
629,Elk Ridge,"Well, David..."
630,Crew,Do not erase a programme from my DVR unless you are 100% sure...
631,EMCEE,"One more time! Ms Elk Ridge, everybody! All right."
632,Cameraman,Because you erase my shows!
633,Tony Stark,That ain't gonna cut it.
634,Cameraman,"We talked about this. Excuse me, sir. I don't know who..."
635,Tony Stark,Shh.
636,Cameraman,"Mom, I need to call you back. Something magical is happening. Tony Stark is in my van."
637,Tony Stark,Shh. Keep it down.
638,Cameraman,Tony Stark is in my van!
639,Tony Stark,"No, he's not."
640,Cameraman,I knew you were still alive!
641,Tony Stark,Come on in. Close the door.  Shh...
642,Cameraman,"Oh, wow. Can I just say, sir..."
643,Tony Stark,Yep.
644,Cameraman,I am your biggest fan.
645,Tony Stark,"Okay. First, is this your van? Is anyone else gonna come in?"
646,Cameraman,"No, no, no. Just us."
647,Tony Stark,Great. What's your name?
648,Cameraman,Gary
649,Tony Stark,Gary?
650,Gary,"Oh, wow."
651,Tony Stark,Right there is fine.
652,Gary,Okay.
653,Tony Stark,"Okay? I get a lot of this, it's okay."
654,Gary,"Oh, good. Can I just say?"
655,Tony Stark,What do you want?
656,Gary,"Yeah. I don't know if you can tell, but I have, like, patterned my whole look after you. My hair's a little..."
657,Tony Stark,It's fine.
658,Gary,"It's not right, 'cause there's no product in it."
659,Tony Stark,Right.
660,Gary,"I don't want to make things awkward for you, but I do have to show you... Boom!"
661,Tony Stark,A Hispanic Scott Baio. I'm sorry. Is that me?
662,Gary,"Yeah. It's... I mean... I had them do it off a doll that I made, so it's not like it's off a picture. So it's a little bit..."
663,Tony Stark,"Gary. Listen to me, okay? I don't want to clip your wings, here. We're both a little over-excited. I got an issue. I'm chasing bad guys. I'm trying to grab a little something from some hard-crypt data files. I don't have enough juice. I need you to jump on the roof... Right? Recalibrate the lSDNs. Pump it up by about 40%."
664,Gary,Got it.
665,Tony Stark,All right? It's a mission.
666,Gary,Yeah.
667,Tony Stark,Tony needs Gary.
668,Gary,And Gary needs Tony.
669,Tony Stark,Be quiet about it. Go.
670,Gary,Yeah.
671,Aldrich Killian,What would you regard as the defining moment of your life?
672,Chad Davis,"Well, uh, I think that would be the day I decided not to let my injury beat me."
673,Aldrich Killian,Will you please state your name for the camera?
674,Brandt,Ellen Brandt.
675,Aldrich Killian,"Okay. So, the injections are administered periodically. Addiction will not be tolerated. And those who cannot regulate will be out from the programme."
676,Tony Stark,"A bomb is not a bomb when it's a misfire. The stuff doesn't always work. Right, pal? It's faulty, but you found a buyer, didn't you? Sold it to the Mandarin. Got you, pal."
677,Maya Hansen,"What happened? Fun fact. Before he built rockets for the Nazis, the idealistic Wernher von Braun dreamed of space travel. He stargazed. Do you know what he said when the first V-2 hit London? ""The rocket performed perfectly. It just landed on the wrong planet."" See, we all begin wide-eyed. Pure science. And then the ego steps in, the obsession. And you look up, you're a long way from shore."
678,Pepper Potts,"You can't be too hard on yourself, Maya. I mean, you gave your research to a think tank."
679,Maya Hansen,"Yeah, but Killian built that think tank on military contracts."
680,Pepper Potts,"That's exactly what we used to do. So, don't judge yourself."
681,Maya Hansen,"Thank you, Pepper. I really appreciate that."
682,Pepper Potts,"Maya, run! [Killian grabs Pepper by the arm, spins her around and slams her against the wall, holding her by the neck."
683,Aldrich Killian,"Hi, Pepper.  So, you want to tell me why you were at Stark's mansion last night?"
684,Maya Hansen,I'm trying to fix this thing. I didn't know you and the master were gonna blow the place up.
685,Aldrich Killian,"Oh, I see. So, you were trying to save Stark when he threatened us?"
686,Maya Hansen,"I've told you, Killian, we can use him."
687,Aldrich Killian,Pepper. Pepper. Pepper.
688,Maya Hansen,"Look, if we want to launch product next year, I need Stark. He just lacked a decent incentive. Now, he has one."
689,Man,This is support team Blue-Zero. Sending coordinates for a suspected Mandarin broadcast point of origin.
690,Rhodey,Copy.
691,Woman,Savin? I've acquired the Patriot armour.
692,Rhodey,"If you want this suit, you're going to have to pry my cold dead body out of it."
693,Woman,"That's the plan, Colonel."
694,Tony Stark,"Harley, tell me what's happening. Give me a full report."
695,Harley Keener,"Yeah, I'm still eating that candy. Do you want me to keep eating it?"
696,Tony Stark,How much have you had?
697,Harley Keener,Two or three bowls.
698,Tony Stark,Can you still see straight?
699,Harley Keener,Sort of.
700,Tony Stark,"That means you're fine. Give me Jarvis. Jarvis, how are we?"
701,JARVIS,"It's totally fine, sir. I seem to do quite well for a stretch, and then at the end of the sentence I say the wrong cranberry. And, sir, you were right. Once I factored in available AIM downlink facilities I was able to pinpoint the Mandarin's broadcast signal."
702,Tony Stark,"What are we talking? Far East, Europe, North Africa, Iran, Pakistan, Syria? Where is it?"
703,JARVIS,"Actually, sir, it's in Miami."
704,Tony Stark,"Okay, kid, I'm gonna have to walk you through rebooting Jarvis's speech drive, but not right now. Harley, where is he really? Just look on the screen and tell me where it is."
705,Harley Keener,"Um, it does say Miami, Florida."
706,Tony Stark,"Okay, first things first, I need the armour. Where are we at with it?"
707,Harley Keener,"Uh, it's not charging."
708,JARVIS,"Actually, sir, it is charging, but the power source is questionable. It may not succeed in revitalising the Mark 42."
709,Tony Stark,"What's questionable about electricity? All right? It's my suit, and I can't... I'm not gonna... I don't wanna...  Oh, God, not again."
710,Harley Keener,Tony?  Are you having another attack? I didn't even mention New York.
711,Tony Stark,"Right, and then you just said it by name while denying having said it."
712,Harley Keener,"Okay, um, uh..."
713,Tony Stark,"God, what am I gonna do?"
714,Harley Keener,"Just breathe. Really, just breathe. You're a mechanic, right?"
715,Tony Stark,Right.
716,Harley Keener,You said so.
717,Tony Stark,"Yes, I did."
718,Harley Keener,Why don't you just build something?
719,Tony Stark,"Okay. Thanks, kid."
720,Woman,Why is it so hot in here? I told you to put it at 68.
721,Man,
722,The Mandarin,"Well, I wouldn't go in there for 20 minutes.  Now, which one of you is Vanessa?"
723,Vanessa,That's me.
724,The Mandarin,Ah! Nessie. Did you know that fortune cookies aren't even Chinese?
725,Vanessa,There's some guy over here.
726,The Mandarin,"They're made by Americans, based on a Japanese recipe."
727,Tony Stark,Hey!
728,The Mandarin,Bloody hell. Bloody hell.
729,Tony Stark,Don't move.
730,The Mandarin,I'm not moving. You want something? Take it. Although the guns are all fake because those wankers wouldn't trust me with the real ones.
731,Tony Stark,What?
732,The Mandarin,"Hey, do you fancy either of the birds?"
733,Tony Stark,"Heard enough. You're not him. The Mandarin, the real guy. Where? Where's the Mandarin? Where is he?"
734,The Mandarin,"Whoa, whoa, whoa. He's here. He's here, but he's not here. He's here, but he's not here."
735,Tony Stark,What do you mean?
736,The Mandarin,"It's complicated. Hey, it's complicated."
737,Tony Stark,It is?
738,The Mandarin,It's complicated.
739,Tony Stark,"Uncomplicate it. Ladies, out. Get out of the bed. Get into the bathroom. Sit."
740,The Mandarin,My name is Trevor. Trevor Slattery.
741,Tony Stark,"What are you? What are you, a decoy? You're a double, right?"
742,Trevor Slattery,"What, you mean like an understudy? No, absolutely not.  Don't hurt the face! I'm an actor."
743,Tony Stark,You got a minute to live. Fill it with words.
744,Trevor Slattery,"It's just a role. ""The Mandarin,"" see, it's not real."
745,Tony Stark,"Then how did you get here, Trevor?"
746,Trevor Slattery,"Um. Well, I, um, had a little problem with, um, substances. And I ended up, um, doing things, no two ways about it, in the street, that a man shouldn't do."
747,Tony Stark,Next?
748,Trevor Slattery,"Then, they approached me about the role, and they knew about the drugs."
749,Tony Stark,What did they say? They'd get you off them?
750,Trevor Slattery,They said they'd give me more. They gave me things. They gave me this palace. They gave me plastic surgery. They gave me things.
751,Tony Stark,Did you just nod off? Hey.
752,Trevor Slattery,"No, and a lovely speedboat. And the thing was, he needed someone to take credit for some accidental explosions."
753,Tony Stark,"""He""? Killian?"
754,Trevor Slattery,Killian.
755,Tony Stark,He created you?
756,Trevor Slattery,He created me.
757,Tony Stark,Custom-made terror threat.
758,Trevor Slattery,"Yes. Yes. His think tank thinked it up. The pathology of a serial killer. The manipulation of Western iconography. Ready for another lesson? Blah, blah, blah. No. Of course, it was my performance that brought the Mandarin to life."
759,Tony Stark,Your performance? Where people died?
760,Trevor Slattery,"No, they didn't. Look around you. The costumes, green screen. Honestly, I wasn't on location for half this stuff. And when I was, it was movie magic, love."
761,Tony Stark,"I'm sorry, but I got a best friend who's in a coma and he might not wake up. So you're gonna have to answer for that. You're still going down, pal. You under..."
762,Savin,"Okay, Trevor, what did you tell him?"
763,Trevor Slattery,I didn't tell him anything.
764,Savin,Nothing?
765,Trevor Slattery,No.
766,Savin,You should have pressed the panic button.
767,Trevor Slattery,"Well, I panicked, but then I handled it."
768,Tony Stark,Ah...  Okay.
769,Maya Hansen,"It's just like old times, huh?"
770,Tony Stark,"Oh, yeah. With zip ties. It's a ball."
771,Maya Hansen,It wasn't my idea.
772,Tony Stark,Okay. So you took Killian's card.
773,Maya Hansen,I took his money.
774,Tony Stark,"And here you are 13 years later, in a dungeon."
775,Maya Hansen,No.
776,Tony Stark,Yeah.
777,Maya Hansen,"No, you're in a dungeon. I'm free to go."
778,Tony Stark,Yeah?
779,Maya Hansen,"A lot has happened, Tony. But I'm close. Extremis is practically stabilised."
780,Tony Stark,"I'm on the street. People are going bang. They're painting the walls. Maya, you're kidding yourself."
781,Maya Hansen,Then help me fix it.
782,Tony Stark,Did I do that?
783,Maya Hansen,Yes.
784,Tony Stark,"I remember the night, not the morning. Is this what you've been chasing around?"
785,Maya Hansen,You don't remember?
786,Tony Stark,I can't help you. You used to have a moral psychology. You used to have ideals. You wanted to help people. Now look at you. I get to wake up every morning with someone who still has their soul. Get me out of here. Come on.
787,Aldrich Killian,"You know what my old man used to say to me? One of his favourite of many sayings... ""The early bird gets the worm, but the second mouse gets the cheese."""
788,Tony Stark,"You're not still pissed off about the Switzerland thing, are you?"
789,Aldrich Killian,"How can I be pissed at you, Tony? I'm here to thank you. You gave me the greatest gift that anybody's ever given me. Desperation. If you think back to Switzerland, you said you'd meet me on the rooftop, right? Well, for the first 20 minutes, I actually thought you'd show up. And the next hour... I considered taking that one-step shortcut to the lobby. If you know what I mean."
790,Tony Stark,"Honestly, I'm still trying to figure out what happened to the first mouse."
791,Aldrich Killian,"But as I looked out over that city, nobody knew I was there, nobody could see me, no one was even looking. I had a thought that would guide me for years to come. Anonymity, Tony. Thanks to you, it's been my mantra ever since. Right? You simply rule from behind the scenes. Because the second you give evil a face, a bin Laden, a Gaddafi, a Mandarin, you hand the people a target."
792,Tony Stark,You're something else.
793,Aldrich Killian,"You have met him, I assume?"
794,Tony Stark,Yes. Sir Laurence Oblivier.
795,Aldrich Killian,"I know he's a little over the top sometimes. It's not entirely my fault. He has a tenden... He's a stage actor. They say his Lear was the toast of Croydon, wherever that is. Anyway, the point is, ever since that big dude with the hammer fell out of the sky, subtlety has kind of had its day."
796,Tony Stark,What's next for you in your world?
797,Aldrich Killian,"Well, I wanted to repay you the selfsame gift that you so graciously imparted to me.  Desperation. Now, this is live. I'm not sure if you can tell, but at this moment the body is trying to decide whether to accept Extremis or just give up. And if it gives up, I have to say, the detonation is quite spectacular. But until that point, it's really just a lot of pain. We haven't even talked salary yet. What kind of perk package are you thinking of?"
798,Maya Hansen,Let him go.
799,Aldrich Killian,"Hold on, hold on. Maya..."
800,Maya Hansen,"I said, let him go."
801,Aldrich Killian,What are you doing?
802,Maya Hansen,"1200 CCs. A dose half of this size, I'm dead."
803,Aldrich Killian,"It's times like this my temper is tested somewhat. Maya, give me the injector."
804,Maya Hansen,"If I die, Killian, what happens to your soldiers? What happens to your product?"
805,Aldrich Killian,"We're not doing this, okay?"
806,Maya Hansen,What happens to you? What happens if you go too hot?
807,Aldrich Killian,"The good news is, a high-level position has just been vacated."
808,Tony Stark,You are a maniac.
809,Aldrich Killian,"No, I'm a visionary. But I do own a maniac. And he takes the stage tonight.  Once we get the Patriot installed, it will take me nine or 10 minutes for the takedown."
810,Savin,"Well, that's great, but the last time I looked there was somebody inside of it."
811,Aldrich Killian,"Afternoon, gentlemen.  Oh! We'll get you out of there. Don't worry."
812,Savin,You'll damage the armour.
813,Aldrich Killian,"Yes, I will. But you can fix it, right? I'm gonna take the Chinook to base camp. And I want Potts with me."
814,Savin,She's still in Phase Two.
815,Aldrich Killian,"You're not going deaf, are you?"
816,Tony Stark,"Careful, there. It's a limited edition. Hey, uh, Ponytail Express. What's the mileage count between Tennessee and Miami?"
817,Guard #1,832 miles.
818,Tony Stark,Very nice.
819,Guard #1,"I'm good like that. Can you, uh, stop that?"
820,Tony Stark,"Break it, you bought it."
821,Guard #2,I think I bought it.
822,Tony Stark,"Okay, that wasn't mine to give away. That belongs to my friend's sister. And that's why I'm gonna kill you first."
823,Guard #2,What are you gonna do to me?
824,Tony Stark,You'll see.
825,Guard #2,You're zip-tied to a bed. This.
826,Alrich Killian,Are you coming out?
827,Rhodey,
828,Aldrich Killian,"It's a glorious day, Savin. This time tomorrow, I'll have the West's most powerful leader in one hand, and the world's most feared terrorist in the other. I'll own the war on terror. Create supply and demand. For you, for your brothers and sisters."
829,Tony Stark,"Trust me, you're gonna be in a puddle of blood on the ground in five, four, three... Come on! Two..."
830,Guard #2,How did we get this shift?
831,Tony Stark,"All right, I'm gonna give you a chance to escape. Put down your weapons. Tie yourselves to those chairs. I'll let you live. In five, four, bang!"
832,Guard #2,Wow. That was...
833,Tony Stark,You should be gone by now. You should've already been gone.
834,Guard #2,I am just beyond terrified.
835,Tony Stark,"Here it comes. Three, four..."
836,Guard #2,Shut up.
837,Tony Stark,
838,Man,"Honestly, I hate working here. They are so weird."
839,Tony Stark,"Ah! Better late than never.  Not this time. Not the face. Phew! It's good to be back. Hello, by the way."
840,JARVIS,"Oh, hello, sir."
841,Guard,"All personnel, Stark is loose and somewhere in the compound. Repeat, Stark is loose and somewhere in the compound."
842,Tony Stark,"Ah! Let's go!  Aw, crap."
843,Rhodey,Tony?
844,Tony Stark,"Rhodey, tell me that was you in the suit."
845,Rhodey,No. You got yours'?
846,Tony Stark,"Uh... Mmm. Kind of. Main house, as fast as you can. There's somebody I'd like you to meet."
847,Rhodey,"You, you, you! Move! Get out!"
848,Tony Stark,The room is secure. I have eyes on the Mandarin.
849,Rhodey,What's this? I had winners.
850,Tony Stark,What have you come as?
851,Rhodey,"You make a move, and I break your face."
852,Tony Stark,I never thought people had been hurt. They lied to me.
853,Rhodey,This is the Mandarin?
854,Tony Stark,"Yeah, I know, it's... It's embarrassing."
855,Trevor Slattery,"Hi, Trevor. Trevor Slattery. I know I'm shorter in person. A bit smaller. Everyone says that. But, um, hey, if you're here to arrest me, there's some people I'd like to roll on."
856,Tony Stark,"Here's how it works, Meryl Streep."
857,Rhodey,You tell him where Pepper is and he'll stop doing it.
858,Trevor Slattery,"Doing what? Ow, I get it! Ow! That hurt. I get it! I get it! I don't know about any Pepper, but I know about the plan."
859,Tony Stark,Spill.
860,Rhodey,Do you know what they did to my suit?
861,Tony Stark,What? No. But I do know it's happening off the coast. Something to do with a big boat. I can take you there.
862,Trevor Slattery,"Woah!  Ole', ole', ole', ole'..."
863,Rhodey,"Tony, I swear to God, I'm gonna blow his face off."
864,Tony Stark,"Oh, and this next bit may include the vice president as well. Is that... Is that important?"
865,Rhodey,"Yeah, a little bit."
866,Tony Stark,So?
867,Rhodey,"What are we gonna do? I mean, we don't have any transport."
868,Tony Stark,"Right.  Hey, Ringo. Didn't you say something about a ""lovely speedboat""? If he's right about the location, we're 20 minutes from where Pepper is."
869,Rhodey,"But we also have to figure out this vice president thing, right?"
870,Tony Stark,Right. I wonder who I'm calling right now. Oh! That's the vice president.
871,Vice President,Thanks. Hello?
872,Tony Stark,"Sir, this is Tony Stark."
873,Vice President,Welcome back to the land of the living.
874,Tony Stark,We believe you're about to be drawn into the Mandarin campaign. We gotta get you somewhere safe as soon as possible.
875,Vice President,"Mr Stark, I'm about to eat honey-roast ham, surrounded by the Agency's finest. The president's safe on Air Force One with Colonel Rhodes. I think we're good, here."
876,Rhodey,"Sir, this is Colonel Rhodes. They're using the Iron Patriot as a Trojan horse. They're gonna take out the president somehow. We have to immediately alert that plane."
877,Vice President,"Okay, I'm on it. I'll have security lock it down. If need be, they can have F-22s in the air in 30 seconds. Thank you, Colonel."
878,Rhodey,Rhodes and Stark out.
879,Man,"Everything okay, sir?"
880,Vice President,"Couldn't be better.  I love you, babe."
881,President Ellis,"Colonel Rhodes.  Glad to see you could make it, son. I feel safer already."
882,Rhodey,"We gotta make a decision. We can either save the president, or Pepper. We can't do both."
883,JARVIS,"Sir, I have an update from Malibu. The cranes have finally arrived, and the cellar doors are being cleared as we speak."
884,Tony Stark,And what about the suit I'm wearing?
885,JARVIS,The armour is now at 92%.
886,Tony Stark,That's going to have to do.
887,Military Aide,"Everything all right, Colonel? [Iron Patriot kills the aide and people begin shooting at him. He kills everyone beside the President. The helmet lifts up to reveal Savin."
888,Savin,"It is an honour, Mr President."
889,President Ellis,"If you're gonna do it, do it!"
890,Savin,"Whoa! Cool your boots, sir. That's not how the Mandarin works."
891,Officer,"Sir, Air Force One has been compromised. Internal shots, temperature spikes."
892,Officer #2,Get me eyes on it now.
893,Officer,"Image coming through now, sir."
894,Officer #2,Was that Rhodes?
895,Man,Is anyone there?
896,Woman,Let us out!
897,Tony Stark,The President. Now.
898,Savin,He's not here.
899,Tony Stark,"Walk away from that, you son of a bitch.  How many in the air?"
900,JARVIS,"Thirteen, sir."
901,Tony Stark,How many can I carry?
902,JARVIS,"Four, sir."
903,Tony Stark,"Slow down. Slow down, relax. What's your name? Heather?"
904,Heather,"Oh, God! No! No!"
905,Tony Stark,"Listen to me. See that guy? I'm gonna swing by, you're just gonna grab him. You got it?"
906,Heather,What? Oh!
907,Tony Stark,"I'll electrify your arm, you won't be able to open your hand. We can do this, Heather. Easy, see? Eleven more to go. Remember that game called Barrel of Monkeys? That's what we're going to do."
908,JARVIS,"18,000 feet."
909,Tony Stark,"Come on, people. Everybody, grab your monkey. Nice."
910,JARVIS,"10,000 feet. 6,000 feet."
911,Tony Stark,"Come on, people. Come on, come on, come on! Yeah!"
912,JARVIS,"1, 000 feet. 400 feet. 200 feet, sir."
913,Tony Stark,"He's a chunky monkey, let's get him. Hello."
914,Man,We made it!
915,Tony Stark,"Nice work, guys! Excellent. Good team effort all around. Go us. All right, Jarvis. But it's only half-done. We've still got to get Pepper..."
916,Rhodey,"Give me some good news, man."
917,Tony Stark,I think they all made it.
918,Rhodey,"Oh, thank God."
919,Tony Stark,"Yeah, but I missed the president."
920,Rhodey,"You couldn't save the president with the suit, how are we gonna save Pepper with nothing?"
921,Tony Stark,"Uh... Say, Jarvis, is it that time?"
922,JARVIS,"The House Party Protocol, sir?"
923,Tony Stark,Correct.
924,Aldrich Killian,Hi.
925,Pepper Potts,You think he's gonna help you? He won't.
926,Aldrich Killian,"Having you here is not just to motivate Tony Stark. It's, um... Well, it's actually more embarrassing than that. You're here as my, um..."
927,Pepper Potts,Trophy
