,Character,Dialog
467,Tony Stark,"Actually, I don't know who to trust right now. Till further notice, why don't we just keep everything on my private server?"
468,JARVIS,"Working on a secret project, are we, sir?"
469,Tony Stark,"I don't want this winding up in the wrong hands. Maybe in mine, it can actually do some good."
470,Tony Stark,"Next. Up. Not in the boot, Dummy. Right here. You got me? Stay put. Nice. You're of no benefit at all. Move down to the toe. I got this. Okay, I'm sorry, am I in your way? Up. Screw it. Don't even move. You are a tragedy."
471,Tony Stark,"Okay, let's do this right. Start mark, half a meter, and back and center. Dummy, look alive. You're on standby for fire safety. You, roll it. Okay. Activate hand controls. We're gonna start off nice and easy. We're gonna see if 10% thrust capacity achieves lift. And three, two, one."
472,Tony Stark,"Up two. All right, set that."
473,Pepper Potts,I've been buzzing you. Did you hear the intercom?
474,Tony Stark,"Yeah, everything's... What?"
475,Pepper Potts,Obadiah's upstairs.
476,Tony Stark,Great!
477,Pepper Potts,What would you like me to tell him?
478,Tony Stark,Great. I'll be right up.
479,Pepper Potts,Okay. I thought you said you were done making weapons.
480,Tony Stark,"It is. This is a flight stabilizer. It's completely harmless.  How'd it go? It went that bad, huh?"
481,Obadiah Stane,Just because I brought pizza back from New York doesn't mean it went bad.
482,Tony Stark,"Sure doesn't. Oh, boy."
483,Obadiah Stane,It would have gone better if you were there.
484,Tony Stark,"Uh-huh. You told me to lay low. That's what I've been doing. I lay low, and you take care of all..."
485,Obadiah Stane,"Hey, come on. In public. The press.  This was a board of directors meeting."
486,Tony Stark,This was a board of directors meeting?
487,Obadiah Stane,The board is claiming you have post-traumatic stress. They're filing an injunction.
488,Tony Stark,A what?
489,Obadiah Stane,They want to lock you out.
490,Tony Stark,"Why, 'cause the stocks dipped 40 points? We knew that was gonna happen."
491,Pepper Potts,Fifty-six and a half.
492,Tony Stark,It doesn't matter. We own the controlling interest in the company.
493,Obadiah Stane,"Tony, the board has rights, too. They're making the case that you and your new direction isn't in the company's best interest."
494,Tony Stark,"I'm being responsible! That's a new direction for me, for the company. I mean, me on the company's behalf being responsible for the way that... This is great."
495,Obadiah Stane,"Oh, come on. Tony. Tony."
496,Tony Stark,I'll be in the shop.
497,Obadiah Stane,"Hey, hey! Hey, Tony. Listen. I'm trying to turn this thing around, but you gotta give me something. Something to pitch them. Let me have the engineers analyze that. You know, draw up some specs."
498,Tony Stark,"No. No, absolutely not."
499,Obadiah Stane,It'll give me a bone to throw the boys in New York!
500,Tony Stark,"This one stays with me. That's it, Obie. Forget it."
501,Obadiah Stane,"All right, well, this stays with me, then.  Go on, here, you can have a piece. Take two."
502,Tony Stark,Thank you.
503,Obadiah Stane,You mind if I come down there and see what you're doing?
504,Tony Stark,"Good night, Obie."
505,Tony Stark,"No! Uh-uh! Uh-uh! Yeah, I can fly."
506,Tony Stark,"JARVIS, are you there?"
507,JARVIS,"At your service, sir."
508,Tony Stark,Engage heads-up display.
509,JARVIS,Check.
510,Tony Stark,Import all preferences from home interface.
511,JARVIS,"Will do, sir."
512,Tony Stark,"All right, what do you say?"
513,JARVIS,"I have indeed been uploaded, sir. We're online and ready."
514,Tony Stark,Can we start the virtual walk-around?
515,JARVIS,Importing preferences and calibrating virtual environment.
516,Tony Stark,Do a check on control surfaces
517,JARVIS,As you wish.  Test complete. Preparing to power down and begin diagnostics.
518,Tony Stark,"Uh, yeah. Tell you what. Do a weather and ATC check. Start listening in on ground control."
519,JARVIS,"Sir, there are still terabytes of calculations needed before an actual flight is..."
520,Tony Stark,"JARVIS! Sometimes you got to run before you can walk. Ready? In three, two, one.  Handles like a dream. All right, let's see what this thing can do. What's SR-71's record?"
521,JARVIS,"The altitude record for fixed wing flight is 85,000 feet, sir."
522,Tony Stark,Records are made to be broken! Come on!
523,JARVIS,"Sir, there is a potentially fatal buildup of ice occurring."
524,Tony Stark,"Keep going! Higher!  We iced up, JARVIS! Deploy flaps! JARVIS! Come on, we got to break the ice!"
525,Tony Stark,Kill power.
526,JARVIS,"A very astute observation, sir."
527,TV Reporter,"Tonight's red-hot red carpet is right here at the Disney Concert Hall, where Tony Stark's third annual benefitfor the Firefighter's Family Fund has become the place to be for L.A.'s high society."
528,Tony Stark,"JARVIS, we get an invite for that?"
529,JARVIS,"I have no record of an invitation, sir."
530,TV Reporter,"... hasn't been seen in public since his bizarre and highly controversial press conference. Some claim he's suffering from post traumatic stress and has been bedridden for weeks. Whatever the case may be, no one expects an appearance from him tonight."
531,JARVIS,The render is complete.
532,Tony Stark,"A little ostentatious, don't you think?"
533,JARVIS,What was I thinking? You're usually so discreet.
534,Tony Stark,Tell you what. Throw a little hot-rod red in there.
535,JARVIS,"Yes, that should help you keep a low profile. The render is complete."
536,Tony Stark,"Hey, I like it. Fabricate it. Paint it."
537,JARVIS,Commencing automated assembly. Estimated completion time is five hours.
538,Tony Stark,"Don't wait up for me, honey."
539,Random Woman,"Hey, Tony, remember me?"
540,Tony Stark,"Sure don't. You look great, Hef."
541,Obadiah Stane,We're going to have a great quarter.
542,Tony Stark,What's the world coming to when a guy's got to crash his own party?
543,Obadiah Stane,"Look at you. Hey, what a surprise."
544,Tony Stark,I'll see you inside.
545,Obadiah Stane,"Hey. Listen, take it slow, all right? I think I got the board right where we want them"
546,Tony Stark,You got it. Just cabin fever. I'll just be a minute. Give me a Scotch. I'm starving.
547,Agent Coulson,Mr. Stark?
548,Tony Stark,Yeah?
549,Agent Coulson,Agent Coulson.
550,Tony Stark,"Oh, yeah, yeah, yeah. The guy from the.."
551,Agent Coulson,"Strategic Homeland Intervention, Enforcement and Logistics Division."
552,Tony Stark,"God, you need a new name for that."
553,Agent Coulson,"Yeah, I hear that a lot. Listen, I know this must be a trying time for you, but we need to debrief you. There's still a lot of unanswered questions, and time can be a factor with these things."
554,Tony Stark,Let's just put something on the books.
555,Agent Coulson,How about the 24th at 7:00 p.m. at Stark Industries?
556,Tony Stark,"Tell you what. You got it. You're absolutely right. Well, I'm going to go to my assistant, and we'll make a date. You look fantastic! I didn't recognize you."
557,Pepper Potts,What are you doing here?
558,Tony Stark,Just avoiding government agents.
559,Pepper Potts,Are you by yourself?
560,Tony Stark,Yes. Where'd you get that dress?
561,Pepper Potts,"Oh, it was a birthday present."
562,Tony Stark,That's great.
563,Pepper Potts,"From you, actually."
564,Tony Stark,"Well, I got great taste."
565,Pepper Potts,Yes.
566,Tony Stark,You want to dance?
567,Pepper Potts,"Oh, no."
568,Tony Stark,"All right, come on."
569,Pepper Potts,Thank you. No.
570,Tony Stark,Am I making you uncomfortable?
571,Pepper Potts,No. No. I always forget to wear deodorant and dance with my boss in front of everyone that I work with in a dress with no back.
572,Tony Stark,You look great and you smell great.
573,Pepper Potts,"Oh, God."
574,Tony Stark,But I could fire you if that would take the edge off.
575,Pepper Potts,I actually don't think that you could tie your shoes without me.
576,Tony Stark,I'd make it a week. Sure.
577,Pepper Potts,Really? What's your Social Security number?
578,Tony Stark,Five.
579,Pepper Potts,Five?
580,Tony Stark,Right.
581,Pepper Potts,Right. You're missing just a couple of digits there.
582,Tony Stark,"The other eight? So, I got you for the other eight. How about a little air?"
583,Pepper Potts,"Yes, I need some air. That was totally weird."
584,Tony Stark,Totally harmless.
585,Pepper Potts,"It was totally not harmless, by the way."
586,Tony Stark,We're dancing. No one's even watching.
587,Pepper Potts,"No, it was not just a dance. You don't understand because you're you. And everybody knows exactly who you are and how you are with girls and all of that, which is completely fine. But, you know, then me, you're my boss, and I'm dancing with you."
588,Tony Stark,I don't think it was taken that way.
589,Pepper Potts,Because it makes me look like the one who's trying to...
590,Tony Stark,I just think you're overstating it.
591,Pepper Potts,"You know, and we're here, and then I'm wearing this ridiculous dress, and then we were dancing like that and... I would like a drink, please."
592,Tony Stark,"Got it, okay."
593,Pepper Potts,"I would like a vodka martini, please."
594,Tony Stark,Okay.
595,Pepper Potts,"Very dry with olives, a lot of olives. Like, at least three olives."
596,Tony Stark,"Two vodka martinis, extra dry, extra olives, extra fast. Make one of them dirty, will you?"
597,Christine Everhart,Wow. Tony Stark.
598,Tony Stark,"Oh, hey."
599,Christine Everhart,Fancy seeing you here.
600,Tony Stark,Carrie.
601,Christine Everhart,Christine.
602,Tony Stark,Carrie.
603,Christine Everhart,Christine.
604,Tony Stark,That's right.
605,Christine Everhart,You have a lot of nerve showing up here tonight. Can I at least get a reaction from you?
606,Tony Stark,Panic. I would say panic is my reaction.
607,Christine Everhart,'Cause I was referring to your company's involvement in this latest atrocity
608,Tony Stark,Yeah. They just put my name on the invitation. I don't know what to tell you.
609,Christine Everhart,"I actually almost bought it, hook, line and sinker."
610,Tony Stark,"I was out of town for a couple months, in case you didn't hear."
611,Christine Everhart,Is this what you call accountability? It's a town called Gulmira. Heard of it?
612,Tony Stark,When were these taken?
613,Christine Everhart,Yesterday.
614,Tony Stark,I didn't approve any shipment.
615,Christine Everhart,"Well, your company did."
616,Tony Stark,"Well, I'm not my company."
617,Obadiah Stane,"Please, do you mind?"
618,Tony Stark,Have you seen these pictures? What's going on in Gulmira?
619,Obadiah Stane,"Tony, Tony. You can't afford to be this naive."
620,Tony Stark,"You know what? I was naive before, when they said, ""Here's the line. We don't cross it. This is how we do business."" If we're double-dealing under the table... Are we?"
621,Reporter,"Tony, your picture, please!"
622,Obadiah Stane,Let's take a picture. Come on. Picture time! Tony. Who do you think locked you out? I was the one who filed the injunction against you. It was the only way I could protect you.
623,Obadiah Stane,No. No.
624,TV Reporter,"The 15-mile hike to the outskirts of Gulmira can only be described as a descent into hell, into a modern-day Heart of Darkness. Simple farmers and herders from peaceful villages have been driven from their homes, displaced from their lands by warlords emboldened by a new-found power. Villagers have been forced to take shelter in whatever crude dwellings they can find in the ruins of other villages, or here in the remnants of an old Soviet smelting plant. Recent violence has been attributed to a group of foreign fighters referred to by locals as the Ten Rings. As you can see, these men are heavily armed and on a mission. A mission that could prove fatal to anyone who stands in their way. With no political will or international pressure, there's very little hope for these refugees. Around me, a woman begging for news on her husband, who was kidnapped by insurgents, either forced to join their militia. Desperate refugees clutch yellowed photographs, holding them up to anyone who will stop. A child's simple question, ""Where are my mother and father?"" There's very little hope for these refugees, refugees who can only wonder who, if anyone, will help."
625,Tony Stark,He's all yours.
626,Captain,What the hell was that? Were we cleared to go in there?
627,CAOC Analyst #1,"No sir, they were using human shields. We never got the green light"
628,Major Allen,Put me through to State. They're going to be all over this.
629,CAOC Analyst,Get those monitors up!
630,CAOC Analyst,We got a bogey!
631,CAOC Analyst,Wasn't Air Force!
632,Major Allen,We got the CIA on the line?
633,Captain,I've got Langley on the line. They want to know if it's us.
634,CAOC Analyst #1,"No, it definitely is not us, sir!"
635,CAOC Analyst #2,It wasn't Navy.
636,CAOC Analyst #3,Wasn't Marines.
637,Major Allen,I need answers! Can I please get eyes on target?
638,CAOC Analyst,"Negative, negative. Cannot identify."
639,Major Allen,Get me Colonel Rhodes from weapons development down here now!
640,Major Allen,We ran an ID check and cross-referenced with all known databases. We have nothing.
641,James Rhodes,Any high-altitude surveillance in the region?
642,Captain,We got an AWAC and a Global Hawk in the area.
643,James Rhodes,"So, this thing just appeared out of nowhere? How come it didn't show up on the radar?"
644,CAOC Analyst #1,"Got a minimal radar cross-section, sir."
645,James Rhodes,Is it stealth?
646,CAOC Analyst #1,"No, sir, it's tiny. We think it's an unmanned aerial vehicle."
647,Major Allen,"Colonel, what are we dealing with here?"
648,James Rhodes,Let me make a call.
649,Major Allen,"Sergeant, clear a hole."
650,Tony Stark,Hello?
651,James Rhodes,Tony?
652,Tony Stark,Who's this?
653,James Rhodes,It's Rhodes.
654,Tony Stark,"Sorry, hello?"
655,James Rhodes,I said it's Rhodes.
656,Tony Stark,"Speak up, please."
657,James Rhodes,What in the hell is that noise?
658,Tony Stark,"Oh, yeah, I'm driving with the top down."
659,James Rhodes,"Yeah, well, I need your help right now."
660,Tony Stark,"It's funny how that works, huh?"
661,James Rhodes,"Yeah. Speaking of funny, we've got a weapons depot that was just blown up a few clicks from where you were being held captive."
662,Tony Stark,"Well, that's a hot spot. Sounds like someone stepped in and did your job for you, huh?"
663,James Rhodes,"Why do you sound out of breath, Tony?"
664,Tony Stark,"I'm not, I was just jogging in the canyon."
665,James Rhodes,I thought you were driving.
666,Tony Stark,"Right, I was driving to the canyon, where I'm going to jog."
667,James Rhodes,You sure you don't have any tech in that area I should know about?
668,Tony Stark,Nope!
669,CAOC Analyst,Bogey spotted!
670,CAOC Analyst,"Whiplash, come in hot."
671,James Rhodes,"Okay, good, 'cause I'm staring at one right now, and it's about to be blown to kingdom come."
672,Tony Stark,That's my exit.
673,Pilot #1,"Ballroom, this is Whiplash One. I've got the bogey in my sights."
674,James Rhodes,"Whiplash One, what is it?"
675,Pilot #1,I've got no idea.
676,Major Allen,You have radio contact?
677,Pilot #1,"Non responsive, sir."
678,Major Allen,Then you are clear to engage.
679,Tony Stark,Hit it.
680,Pilot #1,That bogey just went supersonic. I got a lock!
681,JARVIS,Inbound missile.
682,Tony Stark,Flares!
683,Pilot #1,Wait a second. Bogey deployed flares!
684,Tony Stark,Deploy flaps!
685,Pilot #2,Holy!
686,CAOC Analyst,"That thing just jumped off the radar, sir."
687,CAOC Analyst #2,The sat visual has been lost.
688,Pilot #1,No way that's a UAV.
689,Major Allen,What is it?
690,Pilot #2,I can't see anything.
691,Pilot #1,"Whatever it was, it just bought the farm. I think bogey's been handled, sir."
692,James Rhodes,Hello?
693,Tony Stark,"Hi, Rhodey, it's me."
694,James Rhodes,It's who?
695,Tony Stark,"I'm sorry, it is me. You asked. What you were asking about is me."
696,James Rhodes,"No, see, this isn't a game. You do not send civilian equipment into my active war zone. You understand that?"
697,Tony Stark,This is not a piece of equipment. I'm in it. It's a suit. It's me!
698,Major Allen,"Rhodey, you got anything for me?"
699,Major Allen,Mark your position and return to base.
700,Pilot #1,"Roger that, Ballroom."
701,Pilot #1,On your belly! It looks like a man! Shake him off! Roll! Roll! I'm hit! I'm hit!
702,Pilot #2,Punch out! Punch out! Whiplash One down.
703,Pilot #2,"Negative! No chute, no chute!"
704,Pilot #1,My chute's jammed!
705,Pilot #2,"Sir, I've got a visual on the bogey."
706,Major Allen,"Whiplash Two, reengage. If you get a clear shot, you take it."
707,James Rhodes,"Major, we don't even know what we're shooting at. Call off the Raptors."
708,Major Allen,"That thing just took out an F-22 inside a legal no fly zone! Whiplash Two, if you have a clear shot, take it!"
709,JARVIS,You've been reengaged. Execute evasive maneuver.
710,Tony Stark1,Keep going!
711,Pilot #2,Good chute! Good chute!
712,James Rhodes,"Tony, you still there?"
713,Tony Stark,"Hey, thanks."
714,James Rhodes,"Oh, my God, you crazy son of a bitch. You owe me a plane. You know that, right?"
715,Tony Stark,"Yeah, well, technically, he hit me. Now are you going to come by and see what I'm working on?"
716,James Rhodes,"No, no, no, no, no, no, the less I know, the better. Now, what am I supposed to tell the press?"
717,Tony Stark,Training exercise. Isn't that the usual BS?
718,James Rhodes,"It's not that simple. An unfortunate training exercise involving an F-22 Raptor occurred yesterday. I am pleased to report that the pilot was not injured. As for the unexpected turn of events on the ground in Gulmira, it is still unclear who or what intervened, but I can assure you that the United States government was not involved."
719,Tony Stark,Hey!
720,JARVIS,"It is a tight fit, sir. Sir, the more you struggle, the more this is going to hurt."
721,Tony Stark,"Be gentle. This is my first time. I designed this to come off, so... Hey. I really should be able to..."
722,JARVIS,"Please, try not to move, sir."
723,Pepper Potts,What's going on here?
724,Tony Stark,Let's face it. This is not the worst thing you've caught me doing.
725,Pepper Potts,Are those bullet holes?
726,Obadiah Stane,"If you'd killed him when you were supposed to, you'd still have a face."
727,Raza,You paid us trinkets to kill a prince.
728,Tony Stark,"Hey. You busy? You mind if I send you on an errand? I need you to go to my office. You're going to hack into the mainframe and you're going to retrieve all the recent shipping manifests. This is a lock chip. This'll get you in. It's probably under Executive Files. If not, they put it on a ghost drive, in which case you need to look for the lowest numeric heading."
729,Pepper Potts,And what do you plan to do with this information if I bring it back here?
730,Tony Stark,"Same drill. They've been dealing under the table, and I'm going to stop them. I'm going to find my weapons and destroy them."
731,Pepper Potts,"Tony, you know that I would help you with anything, but I cannot help you if you're going to start all of this again."
732,Tony Stark,There is nothing except this. There's no art opening. There is no benefit. There is nothing to sign. There is the next mission and nothing else.
733,Pepper Potts,"Is that so? Well, then, I quit."
734,Tony Stark,"You stood by my side all these years while I reaped the benefits of destruction. And now that I'm trying to protect the people that I put in harm's way, you're going to walk out?"
735,Pepper Potts,"You're going to kill yourself, Tony. I'm not going to be a part of it."
736,Tony Stark,"I shouldn't be alive, unless it was for a reason. I'm not crazy, Pepper. I just finally know what I have to do. And I know in my heart that it's right."
737,Pepper Potts,"You're all I have, too, you know. Sector 16? What are you up to, Obadiah?"
738,Video Voice Over,"You did not tell us that the target you paid us to kill was the great Tony Stark. As you can see, Obadiah Stane..."
739,Pepper Potts,"Oh, my God."
740,Video Voice Over,... your deception and lies will cost you dearly. The price to kill Tony Stark has just gone up.
741,Obadiah Stane,"So, what are we going to do about this? I know what you're going through, Pepper. Tony. He always gets the good stuff, doesn't he? I was so happy when he came home. It was like we got him back from the dead. Now I realize, well, Tony never really did come home, did he? He left a part of himself in that cave. Breaks my heart."
742,Pepper Potts,"Well, he's a complicated person."
743,Obadiah Stane,He's been through a lot. I think he'll be all right. You are a very rare woman. Tony doesn't know how lucky he is.
744,Pepper Potts,Thank you. Thanks. I'd better get back there.
745,Obadiah Stane,Is that today's paper?
746,Pepper Potts,Yes.
747,Obadiah Stane,Do you mind?
748,Pepper Potts,Not at all.
749,Obadiah Stane,Puzzle.
750,Agent Coulson,Ms. Potts? We had an appointment. Did you forget about our appointment?
751,Pepper Potts,"Nope, right now. Come with me."
752,Agent Coulson,Right now?
753,Pepper Potts,"We're going to have it right now. Yeah, walk with me."
754,Agent Coulson,Okay.
755,Pepper Potts,I'm going to give you the meeting of your life. Your office.
756,Obadiah Stane,Tony Stark was able to build this in a cave! With a box of scraps!
757,Pepper Potts,"Tony? Tony, are you there? Hello?"
758,Obadiah Stane,"Breathe. Easy, easy. You remember this one, right? It's a shame the government didn't approve it. There's so many applications for causing short-term paralysis. Tony. When I ordered the hit on you, I worried that I was killing the golden goose. But, you see, it was just fate that you survived that. You had one last golden egg to give. Do you really think that just because you have an idea, it belongs to you? Your father, he helped give us the atomic bomb. Now, what kind of world would it be today if he was as selfish as you? Oh, it's beautiful. Tony, this is your Ninth Symphony. What a masterpiece. Look at that. This is your legacy. A new generation of weapons with this at its heart. Weapons that will help steer the world back on course, put the balance of power in our hands. The right hands. I wish you could've seen my prototype. It's not as... Well, not as conservative as yours. Too bad you had to involve Pepper in this. I would have preferred that she lived."
759,James Rhodes,"What do you mean, he paid to have Tony killed? Pepper, slow down. Why would Obadiah... Okay, where's Tony now?"
760,Pepper Potts,"I don't know. He's not answering his phone. Please go over there and make sure everything's okay. Thank you, Rhodey. I know a shortcut."
761,Tony Stark,Good boy.
762,James Rhodes,Tony? Tony? Tony? Tony? Tony! Tony! You okay?
763,Tony Stark,Where's Pepper?
764,James Rhodes,She's fine. She's with five agents. They're about to arrest Obadiah.
765,Tony Stark,That's not going to be enough.
766,Pepper Potts,"Section 16. Section 16. There it is. My key's not working. It's not opening the door. Oh, wow! What's that? It's, like, a little device. It's, like, a thing that's going to pick the lock?"
767,Agent Coulson,You might want to take a few steps back.
768,James Rhodes,That's the coolest thing I've ever seen.
769,Tony Stark,"Not bad, huh? Let's do it."
770,James Rhodes,You need me to do anything else?
771,Tony Stark,Keep the skies clear.
772,James Rhodes,"Damn! Next time, baby."
773,Tony Stark,How do you think the Mark One chest piece is going to hold up?
774,JARVIS,"The suit's at 48% power and falling, sir. That chest piece was never designed for sustained flight."
775,Tony Stark,Keep me posted. Pepper!
776,Pepper Potts,"Tony! Tony, are you okay?"
777,Tony Stark,I'm fine. How are...
778,Pepper Potts,"Obadiah, he's gone insane!"
779,Tony Stark,"I know. Listen, you'd better get out of there."
780,Pepper Potts,He built a suit.
781,Tony Stark,Get out of there right now!
782,Obadiah Stane,"Collateral damage, Tony."
783,JARVIS,"Sir, it appears that his suit can fly."
784,Tony Stark,Duly noted. Take me to maximum altitude.
785,JARVIS,"With only 15% power, the odds of reaching that--"
786,Tony Stark,I know the math! Do it!
787,James Rhodes,"Not necessary, people. Just a training exercise."
788,JARVIS,"Thirteen percent power, sir."
789,Tony Stark,Climb!
790,JARVIS,Eleven percent.
791,Tony Stark,Keep going!
792,JARVIS,Seven percent power.
793,Tony Stark,Just leave it on the screen!
794,Obadiah Stane,"You had a great idea, Tony, but my suit is more advanced in every way!"
795,Tony Stark,How'd you solve the icing problem?
796,Obadiah Stane,Icing problem?
797,Tony Stark,Might want to look into it.
798,JARVIS,Two percent. We are now running on emergency backup power.
799,Tony Stark,Potts!
800,Pepper Potts,"Tony! Oh, my God, are you okay?"
801,Tony Stark,I'm almost out of power. I've got to get out of this thing. I'll be right there.
802,Tony Stark,Potts?
803,Pepper Potts,Tony!
804,Tony Stark,This isn't working. We're going to have to overload the reactor and blast the roof.
805,Pepper Potts,"Well, how are you going to do that?"
806,Tony Stark,"You're going to do it. Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
807,Pepper Potts,Okay. I'm going in now.
808,Tony Stark,Make sure you wait till I clear the roof. I'll buy you some time. This looks important!
809,Obadiah Stane,"I never had a taste for this sort of thing, but I must admit, I'm deeply enjoying the suit! You finally outdid yourself, Tony! You'd have made your father proud!"
810,Pepper Potts,"It's ready, Tony! Get off the roof! Tony!"
811,Obadiah Stane,"How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever!"
812,Tony Stark,Pepper!
813,Obadiah Stane,And now I'm going to kill you with it! You ripped out my targeting system!
814,Tony Stark,Time to hit the button!
815,Pepper Potts,You told me not to!
816,Obadiah Stane,"Hold still, you little prick!"
817,Tony Stark,Just do it!
818,Pepper Potts,You'll die!
819,Tony Stark,Push it!
820,Pepper Potts,Tony!
821,Tony Stark,"""Iron Man."" That's kind of catchy.It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
822,Agent Coulson,Here's your alibi.
823,Agent Coulson,You were on your yacht.
824,Agent Coulson,"We have port papers that put you in Avalon all night, and sworn statements from 50 of your guests."
825,Tony Stark,"See, I was thinking maybe we should say it was just Pepper and me alone on the island."
826,Agent Coulson,That's what happened.
827,Agent Coulson,"Just read it, word for word."
828,Tony Stark,There's nothing about Stane here.
829,Agent Coulson,That's being handled. He's on vacation. Small aircraft have such a poor safety record.
830,Tony Stark,"But what about the whole cover story that it's a bodyguard? He's my... I mean, is that... That's kind of flimsy, don't you think?"
831,Agent Coulson,"This isn't my first rodeo, Mr. Stark. Just stick to the official statement, and soon, this will all be behind you."
832,Pepper Potts,Agent Coulson? I just wanted to say thank you very much for all of your help.
833,Agent Coulson,That's what we do. You'll be hearing from us.
834,Pepper Potts,From the Strategic Homeland...
835,Agent Coulson,Just call us S.H.I.E.L.D.
836,Pepper Potts,Right. Let's get this show on the road.
837,Tony Stark,"You know, it's actually not that bad. Even I don't think I'm Iron Man."
838,Pepper Potts,You're not Iron Man.
839,Tony Stark,Am so.
840,Pepper Potts,You're not.
841,Tony Stark,"All right, suit yourself. You know, if I were Iron Man, I'd have this girlfriend who knew my true identity. She'd be a wreck, 'cause she'd always be worrying that I was going to die, yet so proud of the man I'd become. She'd be wildly conflicted, which would only make her more crazy about me. Tell me you never think about that night."
842,Pepper Potts,What night?
843,Tony Stark,You know.
844,Pepper Potts,"Are you talking about the night that we danced and went up on the roof, and then you went downstairs to get me a drink, and you left me there, by myself? Is that the night you're talking about? Thought so. Will that be all, Mr. Stark?"
845,Tony Stark,"Yes, that will be all, Miss Potts."
846,James Rhodes,"And now, Mr. Stark has prepared a statement. He will not be taking any questions."
847,Tony Stark,Thank you. Been a while since I was in front of you. I figure I'll stick to the cards this time. There's been speculation that I was involved in the events that occurred on the freeway and the rooftop...
848,Christine Everhart,"I'm sorry, Mr. Stark, but do you honestly expect us to believe that that was a bodyguard in a suit that conveniently appeared, despite the fact that you..."
849,Tony Stark,"I know that it's confusing. It is one thing to question the official story, and another thing entirely to make wild accusations, or insinuate that I'm a superhero."
850,Christine Everhart,I never said you were a superhero.
851,Tony Stark,"Didn't? Well, good, because that would be outlandish and fantastic. I'm just not the hero type. Clearly. With this laundry list of character defects, all the mistakes I've made, largely public."
852,James Rhodes,"Just stick to the cards, man."
853,Tony Stark,"Yeah, okay. Yeah. The truth is... I am Iron Man."
854,Tony Stark,Jarvis!
855,JARVIS,
856,Nick Fury,"""I am Iron Man."" You think you're the only superhero in the world? Mr. Stark, you've become part of a bigger universe. You just don't know it yet."
857,Tony Stark,Who the hell are you?
858,Nick Fury,"Nick Fury, Director of S.H.I.E.L.D."
859,Tony Stark,Ah.
860,Nick Fury,I'm here to talk to you about the Avengers Initiative.
