,Character,Dialog
663,James Rhodes,"Why do you sound out of breath, Tony?"
664,Tony Stark,"I'm not, I was just jogging in the canyon."
665,James Rhodes,I thought you were driving.
666,Tony Stark,"Right, I was driving to the canyon, where I'm going to jog."
667,James Rhodes,You sure you don't have any tech in that area I should know about?
668,Tony Stark,Nope!
669,CAOC Analyst,Bogey spotted!
670,CAOC Analyst,"Whiplash, come in hot."
671,James Rhodes,"Okay, good, 'cause I'm staring at one right now, and it's about to be blown to kingdom come."
672,Tony Stark,That's my exit.
673,Pilot #1,"Ballroom, this is Whiplash One. I've got the bogey in my sights."
674,James Rhodes,"Whiplash One, what is it?"
675,Pilot #1,I've got no idea.
676,Major Allen,You have radio contact?
677,Pilot #1,"Non responsive, sir."
678,Major Allen,Then you are clear to engage.
679,Tony Stark,Hit it.
680,Pilot #1,That bogey just went supersonic. I got a lock!
681,JARVIS,Inbound missile.
682,Tony Stark,Flares!
683,Pilot #1,Wait a second. Bogey deployed flares!
684,Tony Stark,Deploy flaps!
685,Pilot #2,Holy!
686,CAOC Analyst,"That thing just jumped off the radar, sir."
687,CAOC Analyst #2,The sat visual has been lost.
688,Pilot #1,No way that's a UAV.
689,Major Allen,What is it?
690,Pilot #2,I can't see anything.
691,Pilot #1,"Whatever it was, it just bought the farm. I think bogey's been handled, sir."
692,James Rhodes,Hello?
693,Tony Stark,"Hi, Rhodey, it's me."
694,James Rhodes,It's who?
695,Tony Stark,"I'm sorry, it is me. You asked. What you were asking about is me."
696,James Rhodes,"No, see, this isn't a game. You do not send civilian equipment into my active war zone. You understand that?"
697,Tony Stark,This is not a piece of equipment. I'm in it. It's a suit. It's me!
698,Major Allen,"Rhodey, you got anything for me?"
699,Major Allen,Mark your position and return to base.
700,Pilot #1,"Roger that, Ballroom."
701,Pilot #1,On your belly! It looks like a man! Shake him off! Roll! Roll! I'm hit! I'm hit!
702,Pilot #2,Punch out! Punch out! Whiplash One down.
703,Pilot #2,"Negative! No chute, no chute!"
704,Pilot #1,My chute's jammed!
705,Pilot #2,"Sir, I've got a visual on the bogey."
706,Major Allen,"Whiplash Two, reengage. If you get a clear shot, you take it."
707,James Rhodes,"Major, we don't even know what we're shooting at. Call off the Raptors."
708,Major Allen,"That thing just took out an F-22 inside a legal no fly zone! Whiplash Two, if you have a clear shot, take it!"
709,JARVIS,You've been reengaged. Execute evasive maneuver.
710,Tony Stark1,Keep going!
711,Pilot #2,Good chute! Good chute!
712,James Rhodes,"Tony, you still there?"
713,Tony Stark,"Hey, thanks."
714,James Rhodes,"Oh, my God, you crazy son of a bitch. You owe me a plane. You know that, right?"
715,Tony Stark,"Yeah, well, technically, he hit me. Now are you going to come by and see what I'm working on?"
716,James Rhodes,"No, no, no, no, no, no, the less I know, the better. Now, what am I supposed to tell the press?"
717,Tony Stark,Training exercise. Isn't that the usual BS?
718,James Rhodes,"It's not that simple. An unfortunate training exercise involving an F-22 Raptor occurred yesterday. I am pleased to report that the pilot was not injured. As for the unexpected turn of events on the ground in Gulmira, it is still unclear who or what intervened, but I can assure you that the United States government was not involved."
719,Tony Stark,Hey!
720,JARVIS,"It is a tight fit, sir. Sir, the more you struggle, the more this is going to hurt."
721,Tony Stark,"Be gentle. This is my first time. I designed this to come off, so... Hey. I really should be able to..."
722,JARVIS,"Please, try not to move, sir."
723,Pepper Potts,What's going on here?
724,Tony Stark,Let's face it. This is not the worst thing you've caught me doing.
725,Pepper Potts,Are those bullet holes?
726,Obadiah Stane,"If you'd killed him when you were supposed to, you'd still have a face."
727,Raza,You paid us trinkets to kill a prince.
728,Tony Stark,"Hey. You busy? You mind if I send you on an errand? I need you to go to my office. You're going to hack into the mainframe and you're going to retrieve all the recent shipping manifests. This is a lock chip. This'll get you in. It's probably under Executive Files. If not, they put it on a ghost drive, in which case you need to look for the lowest numeric heading."
729,Pepper Potts,And what do you plan to do with this information if I bring it back here?
730,Tony Stark,"Same drill. They've been dealing under the table, and I'm going to stop them. I'm going to find my weapons and destroy them."
731,Pepper Potts,"Tony, you know that I would help you with anything, but I cannot help you if you're going to start all of this again."
732,Tony Stark,There is nothing except this. There's no art opening. There is no benefit. There is nothing to sign. There is the next mission and nothing else.
733,Pepper Potts,"Is that so? Well, then, I quit."
734,Tony Stark,"You stood by my side all these years while I reaped the benefits of destruction. And now that I'm trying to protect the people that I put in harm's way, you're going to walk out?"
735,Pepper Potts,"You're going to kill yourself, Tony. I'm not going to be a part of it."
736,Tony Stark,"I shouldn't be alive, unless it was for a reason. I'm not crazy, Pepper. I just finally know what I have to do. And I know in my heart that it's right."
737,Pepper Potts,"You're all I have, too, you know. Sector 16? What are you up to, Obadiah?"
738,Video Voice Over,"You did not tell us that the target you paid us to kill was the great Tony Stark. As you can see, Obadiah Stane..."
739,Pepper Potts,"Oh, my God."
740,Video Voice Over,... your deception and lies will cost you dearly. The price to kill Tony Stark has just gone up.
741,Obadiah Stane,"So, what are we going to do about this? I know what you're going through, Pepper. Tony. He always gets the good stuff, doesn't he? I was so happy when he came home. It was like we got him back from the dead. Now I realize, well, Tony never really did come home, did he? He left a part of himself in that cave. Breaks my heart."
742,Pepper Potts,"Well, he's a complicated person."
743,Obadiah Stane,He's been through a lot. I think he'll be all right. You are a very rare woman. Tony doesn't know how lucky he is.
744,Pepper Potts,Thank you. Thanks. I'd better get back there.
745,Obadiah Stane,Is that today's paper?
746,Pepper Potts,Yes.
747,Obadiah Stane,Do you mind?
748,Pepper Potts,Not at all.
749,Obadiah Stane,Puzzle.
750,Agent Coulson,Ms. Potts? We had an appointment. Did you forget about our appointment?
751,Pepper Potts,"Nope, right now. Come with me."
752,Agent Coulson,Right now?
753,Pepper Potts,"We're going to have it right now. Yeah, walk with me."
754,Agent Coulson,Okay.
755,Pepper Potts,I'm going to give you the meeting of your life. Your office.
756,Obadiah Stane,Tony Stark was able to build this in a cave! With a box of scraps!
757,Pepper Potts,"Tony? Tony, are you there? Hello?"
758,Obadiah Stane,"Breathe. Easy, easy. You remember this one, right? It's a shame the government didn't approve it. There's so many applications for causing short-term paralysis. Tony. When I ordered the hit on you, I worried that I was killing the golden goose. But, you see, it was just fate that you survived that. You had one last golden egg to give. Do you really think that just because you have an idea, it belongs to you? Your father, he helped give us the atomic bomb. Now, what kind of world would it be today if he was as selfish as you? Oh, it's beautiful. Tony, this is your Ninth Symphony. What a masterpiece. Look at that. This is your legacy. A new generation of weapons with this at its heart. Weapons that will help steer the world back on course, put the balance of power in our hands. The right hands. I wish you could've seen my prototype. It's not as... Well, not as conservative as yours. Too bad you had to involve Pepper in this. I would have preferred that she lived."
759,James Rhodes,"What do you mean, he paid to have Tony killed? Pepper, slow down. Why would Obadiah... Okay, where's Tony now?"
760,Pepper Potts,"I don't know. He's not answering his phone. Please go over there and make sure everything's okay. Thank you, Rhodey. I know a shortcut."
761,Tony Stark,Good boy.
762,James Rhodes,Tony? Tony? Tony? Tony? Tony! Tony! You okay?
763,Tony Stark,Where's Pepper?
764,James Rhodes,She's fine. She's with five agents. They're about to arrest Obadiah.
765,Tony Stark,That's not going to be enough.
766,Pepper Potts,"Section 16. Section 16. There it is. My key's not working. It's not opening the door. Oh, wow! What's that? It's, like, a little device. It's, like, a thing that's going to pick the lock?"
767,Agent Coulson,You might want to take a few steps back.
768,James Rhodes,That's the coolest thing I've ever seen.
769,Tony Stark,"Not bad, huh? Let's do it."
770,James Rhodes,You need me to do anything else?
771,Tony Stark,Keep the skies clear.
772,James Rhodes,"Damn! Next time, baby."
773,Tony Stark,How do you think the Mark One chest piece is going to hold up?
774,JARVIS,"The suit's at 48% power and falling, sir. That chest piece was never designed for sustained flight."
775,Tony Stark,Keep me posted. Pepper!
776,Pepper Potts,"Tony! Tony, are you okay?"
777,Tony Stark,I'm fine. How are...
778,Pepper Potts,"Obadiah, he's gone insane!"
779,Tony Stark,"I know. Listen, you'd better get out of there."
780,Pepper Potts,He built a suit.
781,Tony Stark,Get out of there right now!
782,Obadiah Stane,"Collateral damage, Tony."
783,JARVIS,"Sir, it appears that his suit can fly."
784,Tony Stark,Duly noted. Take me to maximum altitude.
785,JARVIS,"With only 15% power, the odds of reaching that--"
786,Tony Stark,I know the math! Do it!
787,James Rhodes,"Not necessary, people. Just a training exercise."
788,JARVIS,"Thirteen percent power, sir."
789,Tony Stark,Climb!
790,JARVIS,Eleven percent.
791,Tony Stark,Keep going!
792,JARVIS,Seven percent power.
793,Tony Stark,Just leave it on the screen!
794,Obadiah Stane,"You had a great idea, Tony, but my suit is more advanced in every way!"
795,Tony Stark,How'd you solve the icing problem?
796,Obadiah Stane,Icing problem?
797,Tony Stark,Might want to look into it.
798,JARVIS,Two percent. We are now running on emergency backup power.
799,Tony Stark,Potts!
800,Pepper Potts,"Tony! Oh, my God, are you okay?"
801,Tony Stark,I'm almost out of power. I've got to get out of this thing. I'll be right there.
802,Tony Stark,Potts?
803,Pepper Potts,Tony!
804,Tony Stark,This isn't working. We're going to have to overload the reactor and blast the roof.
805,Pepper Potts,"Well, how are you going to do that?"
806,Tony Stark,"You're going to do it. Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
807,Pepper Potts,Okay. I'm going in now.
808,Tony Stark,Make sure you wait till I clear the roof. I'll buy you some time. This looks important!
809,Obadiah Stane,"I never had a taste for this sort of thing, but I must admit, I'm deeply enjoying the suit! You finally outdid yourself, Tony! You'd have made your father proud!"
810,Pepper Potts,"It's ready, Tony! Get off the roof! Tony!"
811,Obadiah Stane,"How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever!"
812,Tony Stark,Pepper!
813,Obadiah Stane,And now I'm going to kill you with it! You ripped out my targeting system!
814,Tony Stark,Time to hit the button!
815,Pepper Potts,You told me not to!
816,Obadiah Stane,"Hold still, you little prick!"
817,Tony Stark,Just do it!
818,Pepper Potts,You'll die!
819,Tony Stark,Push it!
820,Pepper Potts,Tony!
821,Tony Stark,"""Iron Man."" That's kind of catchy.It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
822,Agent Coulson,Here's your alibi.
823,Agent Coulson,You were on your yacht.
824,Agent Coulson,"We have port papers that put you in Avalon all night, and sworn statements from 50 of your guests."
825,Tony Stark,"See, I was thinking maybe we should say it was just Pepper and me alone on the island."
826,Agent Coulson,That's what happened.
827,Agent Coulson,"Just read it, word for word."
828,Tony Stark,There's nothing about Stane here.
829,Agent Coulson,That's being handled. He's on vacation. Small aircraft have such a poor safety record.
830,Tony Stark,"But what about the whole cover story that it's a bodyguard? He's my... I mean, is that... That's kind of flimsy, don't you think?"
831,Agent Coulson,"This isn't my first rodeo, Mr. Stark. Just stick to the official statement, and soon, this will all be behind you."
832,Pepper Potts,Agent Coulson? I just wanted to say thank you very much for all of your help.
833,Agent Coulson,That's what we do. You'll be hearing from us.
834,Pepper Potts,From the Strategic Homeland...
835,Agent Coulson,Just call us S.H.I.E.L.D.
836,Pepper Potts,Right. Let's get this show on the road.
837,Tony Stark,"You know, it's actually not that bad. Even I don't think I'm Iron Man."
838,Pepper Potts,You're not Iron Man.
839,Tony Stark,Am so.
840,Pepper Potts,You're not.
841,Tony Stark,"All right, suit yourself. You know, if I were Iron Man, I'd have this girlfriend who knew my true identity. She'd be a wreck, 'cause she'd always be worrying that I was going to die, yet so proud of the man I'd become. She'd be wildly conflicted, which would only make her more crazy about me. Tell me you never think about that night."
842,Pepper Potts,What night?
843,Tony Stark,You know.
844,Pepper Potts,"Are you talking about the night that we danced and went up on the roof, and then you went downstairs to get me a drink, and you left me there, by myself? Is that the night you're talking about? Thought so. Will that be all, Mr. Stark?"
845,Tony Stark,"Yes, that will be all, Miss Potts."
846,James Rhodes,"And now, Mr. Stark has prepared a statement. He will not be taking any questions."
847,Tony Stark,Thank you. Been a while since I was in front of you. I figure I'll stick to the cards this time. There's been speculation that I was involved in the events that occurred on the freeway and the rooftop...
848,Christine Everhart,"I'm sorry, Mr. Stark, but do you honestly expect us to believe that that was a bodyguard in a suit that conveniently appeared, despite the fact that you..."
849,Tony Stark,"I know that it's confusing. It is one thing to question the official story, and another thing entirely to make wild accusations, or insinuate that I'm a superhero."
850,Christine Everhart,I never said you were a superhero.
851,Tony Stark,"Didn't? Well, good, because that would be outlandish and fantastic. I'm just not the hero type. Clearly. With this laundry list of character defects, all the mistakes I've made, largely public."
852,James Rhodes,"Just stick to the cards, man."
853,Tony Stark,"Yeah, okay. Yeah. The truth is... I am Iron Man."
854,Tony Stark,Jarvis!
855,JARVIS,
856,Nick Fury,"""I am Iron Man."" You think you're the only superhero in the world? Mr. Stark, you've become part of a bigger universe. You just don't know it yet."
857,Tony Stark,Who the hell are you?
858,Nick Fury,"Nick Fury, Director of S.H.I.E.L.D."
859,Tony Stark,Ah.
860,Nick Fury,I'm here to talk to you about the Avengers Initiative.
0,Tony,Been a while since I was up here in front of you. Maybe I’ll do us all a favour and just stick to the cards. There’s been some speculation that I was somehow involved in the events that occurred on the freeway and on the rooftop…Christine Everhart
1,Man,"270 at 30 knots. Holding steady at 15000 feet. You are clear for exfiltration over the drop zonePretty much everyone in the crowd: Tony! Tony! Tony! Tony!Tony: It’s good to be back. You missed me?Man in crowd: Blow something up!Tony: I missed you too. Blow something up? I already did that. I’m not saying that the world is enjoying its longest period of uninterrupted peace in years because of me. I’m not saying that from the ashes of captivity, never has a greater phoenix metaphor been personified in human history. I’m not saying that Uncle Sam can kick back on a lawn chair, sipping on an iced tea because I haven’t come across anyone who’s man enough to go toe-to-toe with me on my best day.Woman in crowd: I love you Tony!Tony: Please, it’s not about me.  and will one day rid society of all its ills. Soon technology will affect the way you live your life every day. No more tedious work, leaving more time for leisure activities and enjoying the sweet life. The Stark Expo. Welcome."
2,Reporter,"We are coming to you live from the kickoff at the Stark Expo, where Tony Stark has just walked offstage. Don’t worry if you can’t make it down here tonight because this Expo goes on all year long. And I’m gonna be here checking out all the attractions and the pavilions and inventions from all around the world."
3,Happy Hogan,Make sure you join me…
4,Tony,"All right, it’s a zoo out there, watch out."
5,Happy,"Open up, let’s go."
6,Tony,"Hey, nice to see you. All right. Thank you. I remember you."
7,People,"Tony, Tony"
8,Tony,"Hey, hey."
9,Woman,Call me.
10,Happy,"Hey, hey, hey, hey. Come on, come on."
11,Tony,Hello. It would be a pleasure.
12,Happy,Okay
13,Tony,See you buddy
14,Happy,This is Larry.
15,Tony,"Hey, the oracle of Oracle. What a pleasure. Nice to see you."
16,Larry,Call me. Call me.
17,Happy,Larry King.
18,Tony,"Larry! Larry. Yes, my people, my people."
19,Happy,"Come on, Tony. There we go."
20,Tony,Very mellow.
21,Happy,That wasn’t so bad.
22,Tony,"No, it was perfect."
23,Happy,"Look what we got here, the new model."
24,Tony,"Hey, does she come with the car?"
25,Happy,I certainly hope so. Hi.
26,Tony,Hi. And you are?
27,Woman,Marshal.
28,Tony,Irish. I like it.
29,Marshal,Pleased to meet you Tony.
30,Tony,I’m on the wheel. Do you mind? Where you from?
31,Marshal,Bedford.
32,Tony,What are you doing here?
33,Marshal,Looking for you.
34,Tony,Yeah? You found me. What are you up to later?
35,Marshal,Serving subpoenas.
36,Tony,Yikes.
37,Happy,He doesn’t like to be handed things.
38,Tony,"Yeah, I have a peeve."
39,Marshal,I got it. You are hereby ordered to appear before the Senate Armed Services Committee tomorrow morning at 9 am.
40,Tony,Can I see a badge?
41,Marshal,You wanna see the badge?
42,Happy,He likes the badge.
43,Marshal,You still like it?
44,Tony,Yep.  How far are we from D.C.?
45,Happy,D.C.? 250 miles.
46,Senator Stern,"Mr Stark, could we pick up now where we left off? Mr Stark. Please."
47,Tony,Yes dear?
48,Senator Stern,Can I have your attention?
49,Tony,Absolutely.
50,Stern,Do you or do you not possess a specialised weapon?
51,Tony,I do not.
52,Stern,You do not?
53,Tony,"I do not. Well, it depends on how you define the word weapon."
54,Stern,The Iron Man weapon.
55,Tony,My device does not fit that description.
56,Stern,Well… How would you describe it?
57,Tony,"I would describe it by defining it as what it is, Senator."
58,Stern,As?
59,Tony,It’s a high-tech prosthesis. That is… That is… That’s actually the most apt description I can make of it.
60,Stern,"It’s a weapon. It’s a weapon, Mr Stark."
61,Tony,"Please, if your priority was actually the well-being of the American citizen…"
62,Stern,My priority is to get the Iron Man weapon turned over to the people of the United States of America.
63,Tony,"Well, you can forget it. I am Iron Man. The suit and I are one. To turn over the Iron Man suit would be to turn over myself which is tantamount to indentured servitude or prostitution, depending or what state you’re in. You can’t have it."
64,Stern,"Look, I’m no expert…"
65,Tony,In prostitution? Of course not. You’re a senator. Come on.
66,Stern,"I’m no expert in weapons. We have somebody here who is an expert on weapons. I’d now like to call Justin Hammer, our current primary weapons contractor."
67,Tony,"Let the record reflect that I observed Mr Hammer entering the chamber, and I am wondering if and when any actual expert will also be in attendance."
68,Justin Hammer,"Absolutely. I’m no expert. I defer to you, Anthony. You’re the wonder boy. Senator, if I may. I may well not be an expert, but you know who was the expert? Your dad. Howard Stark. Really a father to us all, and to the military-industrial age. Let’s just be clear, he was no flower child. He was a lion. We all know why we’re here. In the last six months, Anthony Stark has created a sword with untold possibilities. And yet, he insists it’s a shield. He asks us to trust him as we cower behind it. I wish I were comforted, Anthony, I really do. I’d love to leave my door unlocked when I leave the house, but this ain’t Canada. You know, we live in a world of grave threats, threats that Mr Stark will not always be able to foresee. Thank you. God bless Iron Man. God bless America."
69,Stern,That is well said Mr Hammer. The committee would now like to invite Lieutenant Colonel James Rhodes to the chamber.
70,Tony,Rhodey? What?
71,Tony,"Hey, buddy. I didn’t expect to see you here."
72,Rhodey,"Look, it’s me, I’m here. Deal with it. Let’s move on."
73,Tony,I just…
74,Rhodey,Drop it.
75,Tony,"All right, I’ll drop it."
76,Stern,"I have before me a complete report on the Iron Man weapon, complied by Colonel Rhodes. And, Colonel, for the record, can you please read page 57, paragraph four?"
77,Rhodey,"You’re requesting that I read specific selections from my report, Senator?"
78,Stern,"Yes, sir."
79,Rhodey,It was my understanding that I was going to be testifying in a much more comprehensive and detailed manner.
80,Stern,I understand. A lot of things have changed today. So if you could just read…
81,Rhodey,You do understand that reading a single paragraph out of context does not reflect the summery of my final…
82,Stern,"Just read it, Colonel. I do. Thank you."
83,Rhodey,"Very well. “As he does not operate within any definable branch of government, Iron Man presents a potential threat to the security of both the nation and to her interests.” I did however, go on to summarise that the benefits of Iron Man far outweigh three liabilities and that it would be in our interest…"
84,Stern,That’s enough Colonel
85,Rhodey,…to fold Mr Stark…
86,Stern,That’s enough
87,Rhodey,"…into the existing chain of command, Senator."
88,Tony,"I’m not a joiner, but I’ll consider Secretary of Defence, if you ask nice."
89,Tony,We can amend the hours a little bit.
90,Stern,"I’d like to go on and show, if I may, the imagery that’s connected to your report."
91,Rhodey,I believe it is somewhat premature to reveal these images to the general public at this time.
92,Stern,"With all due respect, Colonel, I understand. And if you could just narrate those for us, we’d be very grateful. Let’s have the images."
93,Rhodey,"Intelligence suggests that the devices seen in these photos are, in fact, attempts at making manned copies of Mr Stark’s suit. This has been corroborated by our allies and local intelligence on the ground…"
94,Rhodey,"… indicating that these suits are quite possibly, at this moment, operational."
95,Tony,"Hold on a second buddy. Let me see something here.  Boy, I’m good. I commandeered your screens. I need them. Time for a little transparency. Now, let’s see what’s really going on."
96,Stern,What is he doing?
97,Tony,"If you will direct your attention to said screens, I believe that’s North Korea."
98,Stern,Can you turn that off? Take it off.
99,Tony,Iran.
100,Tony,No grave threat here. Is that Justin Hammer? How did Hammer get in the game?
101,Tony,"Justin, you’re on TV. Focus up."
102,TV Justin,"Okay, give me a left twist. Left’s good. Turn to the right. Oh, shit. Oh, shit."
103,Tony,"Wow. Yeah, I’d say most countries, five, ten years away. Hammer Industries, twenty."
104,Justin,I’d like to point out that that test pilot survived.
105,Stern,I think we’re done is the point that he’s making. I don’t think there’s any reason…
106,Tony,"The point is, you’re welcome, I guess"
107,Stern,For what?
108,Tony,Because I’m your nuclear deterrent. It’s working. We’re safe. America is secure. You want my property? You can’t have it. But I did you a big favour.
109,Tony,I’ve successfully privatised world peace.
110,Tony,What more do you want? For now! I tried to play ball with these ass-clowns.
111,Stern,"you, buddy. We’re adjourned. We’re adjourned for today."
112,Tony,Okay.
113,Stern,You’ve been a delight.
114,Tony,My bond is with the people. And I will serve this great nation at the pleasure of myself. If there’s one thing I’ve proven it’s that you can count on me to pleasure myself.
115,Tony,"Wake up, Daddy’s home."
116,Jarvis,"Welcome home, sir. Congratulations on the opening ceremonies. They were such a success, as was your Senate hearing. And may I say how refreshing it is to finally see you in a video with your clothing on, sir."
117,Tony,You!
118,Tony,I swear to God I’ll dismantle you. I’ll soak your motherboard. I’ll turn you into a wine rack.
119,Tony,How many ounce a day of this gobbledegook am I supposed to drink?
120,Jarvis,"We are up to 80 ounces a day to counteract the symptoms, sir."
121,Tony,Check palladium levels.
122,Jarvis,"Blood toxicity, 24%. It appears that the continued use of the Iron Man suit is accelerating your condition. Another core has been depleted."
123,Tony,"God, they’re running out quick."
124,Jarvis,"I have run simulations on every known element, and none can serve as a viable replacement for the palladium core."
125,Jarvis,"You are running out of both time and options. Unfortunately, the device that’s keeping you alive is also killing you."
126,Jarvis,Miss Potts is approaching. I recommend that you inform her…
127,Tony,Mute.
128,Pepper,Is this a joke? What are you thinking?
129,Tony,What?
130,Pepper,What are you thinking?
131,Tony,"Hey, I’m thinking I’m busy. And you’re angry about something. Do you have the sniffles? I don’t want to get sick."
132,Pepper,Did you just donate…
133,Tony,Keep your business.
134,Pepper,…our entire modern art collection to the…
135,Tony,Boy Scouts of America.
136,Pepper,…Boy Scouts of America?
137,Tony,"Yes. It is a worthwhile organisation. I didn’t physically check the crates but, basically, yes. And it’s not “our” collection, it’s my collection. No offence."
138,Pepper,"No, you know what? I think I’m actually entitled to say “our” collection considering the time that I put in, over 10 years, curating that."
139,Tony,It was a tax write-off. I needed that.
140,Pepper,"You know, there’s only about 8,011 things that I really need to talk to you about."
141,Tony,"Dummy. Hey, stop spacing out. The Bridgeport’s already machining that part."
142,Pepper,The Expo is a gigantic waste of time.
143,Tony,I need you to wear a surgical mask until you’re feeling better. Is that okay?
144,Pepper,That’s rude.
145,Tony,There’s nothing more important to me than the Expo. It’s my primary point of concern. I don’t know why you’re…
146,Pepper,The Expo is your ego gone crazy.
147,Tony,Wow. Look at that. That’s modern art. That’s going up.
148,Pepper,You’ve got to be kidding.
149,Tony,I’m gonna put this up right now. This is vital.
150,Pepper,Stark is in complete disarray. You understand that?
151,Tony,No. Our stocks have never been higher.
152,Pepper,"Yes, from a managerial standpoint."
153,Tony,"You are… Well, if’s messy then let’s double back."
154,Pepper,Let me give you an example.
155,Tony,Let’s move onto another subject.
156,Pepper,"No, no, no, no. You are not taking down the Barnett Newman and hanging that up."
157,Tony,I’m not taking it down. I’m just replacing it with this.
158,Tony,Let’s see what I can get going on here.
159,Pepper,"Okay, fine. My point is, we have already awarded contracts to the wind farm people."
160,Tony,Yeah. Don’t say “wind farm.” I’m already feeling gassy.
161,Pepper,"And to the plastic plantation tree, which was your idea by the way. Those people are on payroll…"
162,Tony,Everything was my idea.
163,Pepper,…and you won’t make a decision.
164,Tony,I don’t care about the liberal agenda any more. It’s boring. Boring. I’m giving you a boring alert.  You do it.
165,Pepper,I do what?
166,Tony,Excellent idea. I just figured this out. You run the company.
167,Pepper,"Yeah, I’m trying to run the company."
168,Tony,"Pepper, I need you to run the company. Well, stop trying to do it and do it."
169,Pepper,You will not give me the information…
170,Tony,I’m not asking you to try…
171,Pepper,…in order to…
172,Tony,I’m asking you to physically do it. I need you to do it.
173,Pepper,I am trying to do it.
174,Tony,"Pepper, you’re not listening to me!"
175,Pepper,"No, you are not listening to me."
176,Tony,I’m trying to make you CEO. Why won’t you let me?
177,Pepper,Have you been drinking?
178,Tony,"Chlorophyll. I hereby irrevocably appoint you chairman and CEO of Stark Industries effective immediately. Yeah, done deal. Okay? I’ve actually given this a fair amount of thought, believe it or not.  Congratulations? Take it, just take it."
179,Pepper,I don’t know what to think.
180,Tony,"Don’t think, drink. There you go."
181,Pepper,The notary’s here! Can you please come sign the transfer paperwork?
182,Tony,I’m on happy time.  Sorry.
183,Happy,What the hell was that?
184,Tony,It’s called mixed martial arts. It’s been around for three weeks.
185,Happy,"It’s called dirty boxing, there’s nothing new about it"
186,Tony,"All right, put them up. Come on."
187,Pepper,I promise this is the only time I will ask you to sign over your company.
188,Notary,I need you to initial each box.
189,Happy,
190,Tony,"That’s it. I’m done. What’s your name, lady?"
191,Notary,Rushman. Natalie Rushman
192,Tony,Front and centre. Come into the church.
193,Pepper,No. You’re seriously not gonna ask…
194,Tony,"If it pleases the court, which it does."
195,Natalie,It’s no problem.
196,Pepper,I’m sorry. He’s very eccentric.
197,Tony,Can you give her a lesson?
198,Happy,No problem.
199,Tony,Pepper.
200,Pepper,What?
201,Tony,Who is she?
202,Pepper,She is from legal. And she is potentially a very expensive sexual harassment lawsuit if you keep ogling her like that.
203,Tony,"I need a new assistant, boss."
204,Pepper,"Yes, and I’ve got three excellent potential candidates. They’re lined up and ready to meet you."
205,Tony,I don’t have time to meet. I need someone now. I feel like it’s her.
206,Pepper,"No, it’s not."
207,Happy,You ever boxed before?
208,Natalie,"I have, yes."
209,Happy,"What, like, the Tae Bo? Booty Boot Camp? Crunch? Something like that?"
210,Tony,"How do I spell your name, Natalie?"
211,Natalie,R-U-S-H-M-A-N.
212,Pepper,"What, are you gonna google her now?"
213,Tony,"I thought I was ogling her.  Wow. Very, very impressive individual."
214,Pepper,"You’re so predictable, you know that?"
215,Tony,"She’s fluent in French, Italian, Russian, Latin. Who speaks Latin?"
216,Pepper,No one speaks Latin.
217,Tony,No one speaks Latin
218,Pepper,"It’s a dead language. You can read Latin or you can write Latin, but you can’t speak Latin."
219,Tony,Did you model in Tokyo? ‘Cause she modelled in Tokyo.
220,Pepper,Well…
221,Tony,I need her. She’s got everything that I need.
222,Happy,"Rule number one, never take your eyes off your opponent."
223,Pepper,"Oh, my God! Happy."
224,Tony,That’s what I’m talking about.
225,Happy,I just slipped.
226,Tony,You did?
227,Happy,Yeah.
228,Tony,Looks like a TKO to me.
229,Natalie,Just… I need your impression.
230,Tony,"You have a quiet reserve. I don’t know, you have an old soul."
231,Natalie,I meant your fingerprint.
232,Tony,Right.
233,Pepper,"So, how are we doing?"
234,Tony,Great. Just wrapping up here. Hey. You’re the boss.
235,Natalie,"Will that be all, Mr Stark?"
236,Tony,No.
237,Pepper,"Yes, that will be all, Ms Rushman. Thank you very much."
238,Tony,I want one.
239,Pepper,No.
240,Tony,"You know, it’s Europe. Whatever happens the next 20 minutes, just go with it."
241,Pepper,Go with it? Go with what?
242,Natalie,Mr Stark?
243,Tony,Hey.
244,Natalie,Hello. How was your flight?
245,Tony,"It was excellent. Boy, it’s nice to see you."
246,Natalie,"We have one photographer from the ACM, if you don’t mind. Okay?"
247,Pepper,When did this happen?
248,Tony,What? You made me do it.
249,Pepper,I made you do what?
250,Tony,"You quit. Smile. Look, right there. Stop acting constipated. Don’t flare your nostrils."
251,Pepper,You are so predictable.
252,Tony,That’s the amazing thing.
253,Natalie,Right this way.
254,Tony,You look fantastic.
255,Natalie,"Why, thank you very much."
256,Tony,But that’s unprofessional. What’s on the docket?
257,Natalie,You have a 9:30 dinner.
258,Tony,Perfect. I’ll be there at 11:00.
259,Natalie,Absolutely.
260,Tony,Is this us?
261,Natalie,It can be.
262,Tony,Great. Make it us.
263,Natalie,Okay.
264,Pepper,Mr Musk. How are you?
265,Mr Musk,"Hi, Pepper. Congratulations on the promotion."
266,Pepper,Thank you very much.
267,Tony,"Elon, how’s it going. Those Merlin engines are fantastic."
268,Mr Musk,"Thank you. Yeah, I’ve got an idea for an electric jet."
269,Tony,You do?
