,Character,Dialog
711,Tony Stark,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to."
712,JARVIS,I believe it's worth a go.
713,Bruce Banner,"No, I'm in a loop! I'm caught in a time loop, this is exactly where it all went wrong."
714,Tony Stark,"I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line."
715,Ultron,
716,Tony Stark,This framework is not compatible.
717,Bruce Banner,The genetic coding tower's at ninety-seven percent. You have got to upload that schematic in the next three minutes.
718,Steve Rogers,I'm gonna say this once.
719,Tony Stark,"How about ""nonce""?"
720,Steve Rogers,Shut it down!
721,Tony Stark,"Nope, not gonna happen."
722,Steve Rogers,You don't know what you're doing.
723,Bruce Banner,And you do? She's not in your head?
724,Wanda Maximoff,I know you're angry.
725,Bruce Banner,"Oh, we're way past that. I could choke the life out of you and never change a shade."
726,Steve Rogers,"Banner, after everything that's happened..."
727,Tony Stark,That's nothing compared to what's coming!
728,Wanda Maximoff,You don't know what's in there!
729,Steve Rogers,This isn't a game...
730,Wanda Maximoff,The creature...!
731,Pietro Maximoff,"No, no. Go on. You were saying?"
732,Wanda Maximoff,Pietro!
733,Clint Barton,What? You didn't see that coming?
734,Bruce Banner,
735,Vision,"I'm sorry, that was...odd.  Thank you."
736,Steve Rogers,"Thor, you helped create this?"
737,Thor,I've had a vision. A whirlpool that sucks in all hope of life and at it's center is that.
738,Bruce Banner,"What, the gem?"
739,Thor,"It's the Mind Stone. It's one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities."
740,Steve Rogers,Then why would you bring it to...
741,Thor,Because Stark is right.
742,Bruce Banner,"Oh, it's definitely the end times."
743,Thor,The Avengers cannot defeat Ultron.
744,Vision,Not alone.
745,Steve Rogers,"Why does your ""vision"" sound like JARVIS?"
746,Tony Stark,We...we reconfigured JARVIS' matrix to create something new.
747,Steve Rogers,I think I've had my fill of new.
748,Vision,You think I'm a child of Ultron?
749,Steve Rogers,You're not?
750,Vision,I'm not Ultron. I'm not JARVIS. I am...I am.
751,Wanda Maximoff,I looked in your head and saw annihilation.
752,Vision,Look again.
753,Clint Barton,Yeah. Her seal of approval means jack to me.
754,Thor,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash. But with it on our side..."
755,Steve Rogers,Is it? Are you? On our side?
756,Vision,I don't think it's that simple.
757,Clint Barton,Well it better get real simple real soon.
758,Vision,"I am on the side of life. Ultron isn't, he will end it all."
759,Tony Stark,What's he waiting for?
760,Vision,You.
761,Bruce Banner,Where?
762,Clint Barton,Sokovia. He's got Nat there too.
763,Bruce Banner,"If we're wrong about you, if you're the monster that Ultron made you to be..."
764,Vision,What will you do?
765,Thor,Right.  Well done.
766,Steve Rogers,
767,FRIDAY,"Good evening, boss."
768,Tony Stark,"No way we all get through this. If even one tin soldier is left standing, we've lost. It's gonna be blood on the floor."
769,Steve Rogers,I got no plans tomorrow night.
770,Tony Stark,I get first crack at the big guy. Iron Man's the one he's waiting for.
771,Vision,"That's true, he hates you the most."
772,Steve Rogers,"Ultron knows we're coming. Odds are we'll be riding into heavy fire, and that's what we signed up for. But the people of Sokovia, they didn't. So our priority is getting them out."
773,Pietro Maximoff,"We're under attack! Clear the city, now!"
774,Steve Rogers,"All they want is to live their lives in peace, and that's not going to happen today. But we can do our best to protect them. And we can get the job done, and find out what Ultron's been building. We find Romanoff, and we clear the field. Keep the fight between us. Ultron thinks we're monsters and we're what's wrong with the world. This isn't just about beating him. It's about whether he's right."
775,Bruce Banner,Natasha! Natasha!
776,Natasha Romanoff,Bruce?
777,Bruce Banner,You alright?
778,Natasha Romanoff,Yeah.
779,Bruce Banner,"The team's in the city, it's about to light up."
780,Natasha Romanoff,I don't suppose you found a key lying around somewhere?
781,Bruce Banner,"Yeah, I did."
782,Natasha Romanoff,So what's our play?
783,Bruce Banner,I'm here to get you to safety.
784,Natasha Romanoff,Job's not finished.
785,Bruce Banner,"We could help with the evacuation, but I can't be in a fight near civilians. And you've done plenty. Our fight is over."
786,Natasha Romanoff,So we just disappear?
787,FRIDAY,"Your man's in the church, boss. I think he's waiting for you."
788,Ultron,Come to confess your sins?
789,Tony Stark,"I don't know, how much time you got?"
790,Ultron,More than you.
791,Tony Stark,"Uhhh. Have you been juicing? A little Vibranium cocktail? You're looking, I don't wanna say, puffy..."
792,Ultron,You're stalling to protect the people.
793,Tony Stark,"Well, that is the mission. Did you forget?"
794,Ultron,"I've moved beyond your mission. I'm free.  What, you think you're the only one stalling?"
795,FRIDAY,There's the rest of the Vibranium. Function: still unclear.
796,Ultron,"This is how you end, Tony. This is peace in my time."
797,Steve Rogers,Go!
798,Wanda Maximoff,Get off the bridge! Run!
799,Vision,Ultron.
800,Ultron,My Vision. They really did take everything from me.
801,Vision,"You set the terms, you can change them."
802,Ultron,Alright.
803,Tony Stark,FRIDAY! The Vision?
804,FRIDAY,"Boss, it's working. He's burning Ultron out of the net, he won't escape through there."
805,Ultron,
806,Tony Stark,FRIDAY?
807,FRIDAY,Sokovia's going for a ride.
808,Ultron,"Do you see? The beauty of it, the inevitability. You rise, only to fall. You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure. Purge me from your computers, turn my own flesh against me. It means nothing. When the dust settles, the only thing living in this world will be metal."
809,Bruce Banner,We gotta move.
810,Natasha Romanoff,You're not going to turn green?
811,Bruce Banner,I've got a compelling reason not to lose my cool.
812,Natasha Romanoff,I adore you.
813,FRIDAY,"The Vibranium core has got a magnetic field, that's what's keeping the rock together."
814,Tony Stark,If it drops?
815,FRIDAY,Right now the impact would kill thousands. Once it gets high enough: Global extinction.
816,Tony Stark,Hi. Okay. Get in the tub!
817,FRIDAY,"I got airborne, heading up to the bridge."
818,Tony Stark,"Cap, you got incoming."
819,Steve Rogers,"Incoming already came in. Stark, you worry about bringing the city back down safely. The rest of us have one job: tear these things apart. You get hurt, hurt 'em back. You get killed, walk it off."
820,Clint Barton,"Go, go, move!"
821,Wanda Maximoff,How could I let this happen?
822,Clint Barton,"Hey, hey, you okay?"
823,Wanda Maximoff,This is all our fault.
824,Clint Barton,"Hey, look at me. It's your fault, it's everyone's fault, who cares. Are you up for this? Are you? Look, I just need to know, cause the city is flying. Okay, look, the city is flying, we're fighting an army of robots, and I have a bow and arrow. None of this makes sense. But I'm going back out there because it's my job. Okay? And I can't do my job and babysit. It doesn't matter what you did, or what you were. If you go out there, you fight, and you fight to kill. Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger."
825,Steve Rogers,
826,Ultron,You can't save them all. You'll never...
827,Steve Rogers,"You'll never what? You didn't finish!  What, were you napping?"
828,Ultron,
829,Clint Barton,"Alright, we're all clear here."
830,Steve Rogers,We are not clear! We are very not clear!
831,Clint Barton,"Alright, coming to you."
832,Pietro Maximoff,Keep up old man!
833,Clint Barton,"Nobody would know. Nobody. ""The last I saw him, when Ultron was sitting on him. Uh...yeah, he'll be missed, that quick little bastard. I miss him already."""
834,Steve Rogers,
835,Natasha Romanoff,Thanks.
836,FRIDAY,"The anti-gravs are rigged to flip. Touch 'em, they'll go full reverse thrust. The city's not coming down slow."
837,Tony Stark,The spire's Vibranium. If I get Thor to hit it...
838,FRIDAY,"It'll crack, but that's not enough, the impact would still be devastating."
839,Tony Stark,"Maybe if we cap the other end, keep the atomic action doubling back."
840,FRIDAY,"That could vaporize the city, and everyone on it."
841,Steve Rogers,"The next wave's gonna hit any minute. What have you got, Stark?"
842,Tony Stark,"Well, nothing great. Maybe a way to blow up the city. That'll keep it from impacting the surface if you guys can get clear."
843,Steve Rogers,"I asked for a solution, not an escape plan."
844,Tony Stark,Impact radius is getting bigger every second. We're going to have to make a choice.
845,Natasha Romanoff,"Cap, these people are going nowhere. If Stark finds a way to blow this rock..."
846,Steve Rogers,Not 'til everyone's safe.
847,Natasha Romanoff,Everyone up here versus everyone down there? There's no math there.
848,Steve Rogers,I'm not leaving this rock with one civilian on it.
849,Natasha Romanoff,I didn't say we should leave.  There's worse ways to go. Where else am I gonna get a view like this?
850,Nick Fury,"Nice, right? I pulled her out of mothballs with a couple of old friends. She's dusty, but she'll do."
851,Steve Rogers,"Fury, you son of a bitch."
852,Nick Fury,Oooh! You kiss your mother with that mouth?
853,Maria Hill,Altitude is eighteen thousand and climbing.
854,Specialist Cameron Klein,"Lifeboats secure to deploy. Disengage in three, two...take 'em out."
855,Pietro Maximoff,This is SHIELD?
856,Steve Rogers,This is what SHIELD's supposed to be.
857,Pietro Maximoff,This is not so bad.
858,Steve Rogers,Let's load 'em up.
859,Maria Hill,"Sir, we have multiple bogies converging on our starboard flank."
860,Nick Fury,Show 'em what we got.
861,Maria Hill,You're up.
862,James Rhodes,Yes! Now this is gonna be a good story.
863,Tony Stark,Yep. If you live to tell it.
864,James Rhodes,You think I can't hold my own?
865,Tony Stark,"We get through this, I'll hold your own."
866,James Rhodes,You had to make it weird.
867,Clint Barton,"Alright, let's load 'em up! Alright, here we go. Here we go, let's move. Let's go everyone!"
868,Specialist Cameron Klein,"Number six boat is topped and locked. Or, uh, or stocked, topped. It...it's, uh, full of people."
869,Maria Hill,Incoming!
870,Specialist Cameron Klein,"Oh, God!"
871,Ultron,You think you're saving anyone? I turn that key and drop this rock a little early and it's still billions dead. Even you can't stop that.
872,Thor,"I am Thor, son of Odin, and as long as there is life in my breast, I am...running out of things to say! Are you ready?"
873,Vision,It's terribly well balanced.
874,Thor,"Well, if there's too much weight, you lose power on the swing, so."
875,Tony Stark,I got it! Create a heat seal. I can...I can supercharge the spire from below.
876,FRIDAY,Running numbers.  A heat seal could work with enough power.
877,Tony Stark,"Thor, I got a plan!"
878,Thor,We're out of time. They're coming for the core.
879,Tony Stark,"Rhodey, get the rest of the people on board that carrier."
880,James Rhodes,On it.
881,Tony Stark,"Avengers, time to work for a living."
882,Pietro Maximoff,You good?
883,Wanda Maximoff,Yeah.
884,Tony Stark,"Romanoff? You and Banner better not be playing ""hide the zucchini."""
885,Natasha Romanoff,"Relax, Shell-head. Not all of us can fly.  What's the drill?"
886,Tony Stark,
887,Thor,Is that the best you can do?
888,Steve Rogers,You had to ask.
889,Ultron,"This is the best I can do. This is exactly what I wanted. All of you, against all of me. How could you possibly hope to stop me?"
890,Tony Stark,"Well, like the old man said. Together."
891,Ultron,"You know, with the benefit of hindsight...."
892,Thor,They'll try to leave the city.
893,Tony Stark,"We can't let 'em, not even one. Rhodey!"
894,James Rhodes,"I'm on it.  Okay, what?"
895,Steve Rogers,"We gotta move out. Even I can tell the air is getting thin. You guys get to the boats, I'll sweep for stragglers, be right behind you."
896,Clint Barton,What about the core?
897,Wanda Maximoff,I'll protect it. It's my job.
898,Wanda Maximoff,Get the people on the boats.
899,Pietro Maximoff,I'm not going to leave you here.
900,Wanda Maximoff,"I can handle this.  Come back for me when everyone else is off, not before."
901,Pietro Maximoff,Hmm.
902,Wanda Maximoff,You understand?
903,Pietro Maximoff,"You know, I'm twelve minutes older than you."
904,Wanda Maximoff,Go.
905,FRIDAY,"Boss, power levels are way below opt..."
906,Tony Stark,Re-route everything. We get one shot at this.
907,Clint Barton,"I know what I need to do. The dining room! If I knock out that east wall, it'll make a nice work space for Laura, huh? Put up some baffling, she can't hear the kids running around, what do you think?"
908,Natasha Romanoff,You guys always eat in the kitchen anyway.
909,Clint Barton,No one eats in a dining room.  We don't have a lot of time.
910,Natasha Romanoff,So get your ass on a boat.
911,Zrinka,Costel? We were in the market. Costel?!
912,Tony Stark,"Thor, I'm gonna need you back in the church."
913,Thor,Is this the last of them?
914,Steve Rogers,Yeah. Everyone else is on the carrier.
915,Tony Stark,"You know, if this works, we maybe don't walk away."
916,Thor,Maybe not.
917,Ultron,
918,Pietro Maximoff,You didn't see that coming.
919,Ultron,"Oh, for God's sake!"
920,Clint Barton,"No, no. I'm fine."
921,Ultron,"Wanda, if you stay here, you'll die."
922,Wanda Maximoff,I just did. Do you know how it felt?
923,Tony Stark,"Thor, on my mark."
924,Natasha Romanoff,
925,Vision,You're afraid.
926,Ultron,Of you?
927,Vision,Of death. You're the last one.
928,Ultron,"You were supposed to be the last. Stark asked for a savior, and settled for a slave."
929,Vision,I suppose we're both disappointments.
930,Ultron,I suppose we are.
931,Vision,"Humans are odd. They think order and chaos are somehow opposites, and try to control what won't be. But there is grace in their failings. I think you missed that."
932,Ultron,They're doomed.
933,Vision,Yes. But a thing isn't beautiful because it lasts. It's a privilege to be among them.
934,Ultron,You're unbearably naive.
935,Vision,"Well, I was born yesterday."
936,Laura Barton,
937,Natasha Romanoff,Fat.
938,Nick Fury,"One of our tech boys flagged this, splashed down in the Banda Sea. Could be the Quinjet. But with Stark's stealth tech, we still can't track the damn thing."
939,Natasha Romanoff,Right.
940,Nick Fury,Probably jumped out and swam to Fiji. He'll send a postcard.
941,Natasha Romanoff,"""Wish you were here."" You sent me to recruit him, way back when. Did you know then what was going to happen?"
942,Nick Fury,You never know. You hope for the best and make do with what you get. I got a great team.
943,Natasha Romanoff,Nothing lasts forever.
944,Nick Fury,"Trouble, Miss Romanoff. No matter who wins or loses, trouble still comes around."
945,Steve Rogers,The rules have changed.
946,Tony Stark,We're dealing with something new.
947,Steve Rogers,"Well, the Vision's artificial intelligence."
948,Tony Stark,A machine.
949,Steve Rogers,So it doesn't count.
950,Tony Stark,No. It's not like a person lifting the hammer.
951,Steve Rogers,Right. Different rules for us.
952,Tony Stark,"Nice guy, but artificial."
953,Steve Rogers,Thank you.
954,Thor,"If he can wield the hammer, he can keep the Mind Stone. It's safe with the Vision and these days, safe is in short supply."
955,Steve Rogers,But if you put the hammer in an elevator...
956,Tony Stark,It would still go up.
957,Steve Rogers,Elevator's not worthy.
958,Thor,I'm going to miss these little talks of ours.
959,Tony Stark,"Well, not if you don't leave."
960,Thor,I have no choice. The Mind Stone is the fourth of the Infinity Stones to show up in the last few years. That's not a coincidence. Someone has been playing an intricate game and has made pawns of us. But once all these pieces are in position...
961,Tony Stark,Triple Yahtzee?
962,Steve Rogers,You think you can find out what's coming?
963,Thor,"I do. Besides this one, there's nothing that can't be explained."
964,Tony Stark,That man has no regard for lawn maintenance. I'm gonna miss him though. And you're gonna miss me. There's gonna be a lot of manful tears.
965,Steve Rogers,"I will miss you, Tony."
966,Tony Stark,"Yeah? Well, it's time for me to tap out. Maybe I should take a page out of Barton's book and build Pepper a farm, hope nobody blows it up."
967,Steve Rogers,The simple life.
968,Tony Stark,You'll get there one day.
969,Steve Rogers,"I don't know, family, stability. The guy who wanted all that went in the ice seventy-five years ago. I think someone else came out."
970,Tony Stark,You alright?
971,Steve Rogers,"I'm home.  You want to keep staring at the wall, or do you want to go to work? I mean, it's a pretty interesting wall."
972,Natasha Romanoff,I thought you and Tony were still gazing into each other's eyes. How do we look?
973,Steve Rogers,"Well, we're not the '27 Yankees."
974,Natasha Romanoff,We've got some hitters.
975,Steve Rogers,They're good. They're not a team.
976,Natasha Romanoff,Let's beat 'em into shape.
977,Steve Rogers,Avengers...!
0,CLINT BARTON,"Okay, hold on. Don't shoot. You see where you're going?"
1,LILA BARTON,Mhm.
2,CLINT BARTON,"Okay, now let's worry about how you get there."
3,CLINT BARTON,Here. Can you see?
4,LILA BARTON,Yeah.
5,CLINT BARTON,You sure?
6,LILA BARTON,Mhm.
7,CLINT BARTON,How about now?
8,CLINT BARTON,Alright. Ready your fingers.
9,COOPER BARTON,Nice.
10,LAURA BARTON,"Nice throw, kiddo."
11,COOPER BARTON,You go.
12,LAURA BARTON,"Hey, you guys want mayo or mustard, or both?"
13,LILA BARTON,Who wants mayo on a hotdog?
14,CLINT BARTON,Probably your brothers.
15,CLINT BARTON,"Uh, two mustard, please! Thanks, mama."
16,LAURA BARTON,Mayo or mustard?
17,NATHANIEL BARTON,How about ketchup?
18,LAURA BARTON,Ketchup?  I can do ketchup.
19,CLINT BARTON,"Mind your elbow.  Hahaha! Good job, Hawkeye. Go get your arrow."
20,LAURA BARTON,"Hey guys! Enough practice, soup's on!"
21,CLINT BARTON,"Alright, we're coming; we're hungry.  Hey, babe! Babe? Babe? Boys? Boys? Laura?"
22,NEBULA,Wrra!
23,TONY STARK,You don't need to do that. Because uh... you're just holding position.  That's a goal. We're now one apiece.
24,NEBULA,I would like to try again.
25,TONY STARK,We're tied up. Feel the tension? It's fun.
26,TONY STARK,That was terrible. Now you have a chance to win.
27,TONY STARK,And... you've won. Congratulations.
28,TONY STARK,Fair game. Good sport.  Have fun?
29,NEBULA,It was fun.
30,TONY STARK,"This thing on?  But it's now dead in the water. We're 1000 light years from the nearest 7-11. Oxygen will run out tomorrow. And that'll be it. And Pep, I ... I know I said no more surprises, but I was really hoping to pull off one last one. But it looks like... well you know what it looks like. Don't feel bad about this. I mean, if you grovel for a couple of weeks, and then move on with enormous guilt. I should probably lie down. Please know that... when I drift off, I will think about you. Because it's always you."
31,TONY STARK,Couldn't stop him.
32,STEVE ROGERS,Neither could I.
33,TONY STARK,I lost the kid.
34,STEVE ROGERS,"Tony, we lost."
35,TONY STARK,"Is, uh...?"
36,PEPPER POTTS,"Oh, my God! Oh, my God!"
37,TONY STARK,It's okay.
38,JAMES RHODES,It's been 23 days since Thanos came to Earth.
39,NATASHA ROMANOFF,"World governments are in pieces. The parts that are still working are trying to take a census. And it looks like he did... he did exactly what he said he was gonna do. Thanos wiped out fifty percent, of all living creatures."
40,TONY STARK,Where is he now? Where?
41,STEVE ROGERS,We don't know. He just opened a portal and walked through.
42,TONY STARK,What's wrong with him?
43,ROCKET,"Oh, he's pissed. He thinks he failed. Which of course he did, but you know there's a lot of that's going around, ain't there?"
44,TONY STARK,"Honestly, until this exact second, I thought you were a Build-A-Bear."
45,ROCKET,Maybe I am.
46,STEVE ROGERS,"We've been hunting Thanos for three weeks now. Deep Space scans, and satellites, and we got nothing. Tony, you fought him."
47,TONY STARK,"Who told you that?  I didn't fight him. No, he wiped my face with a planet while the Bleecker Street Magician gave away the store. That's what happened. There was no fight."
48,STEVE ROGERS,Okay.
49,TONY STARK,He's unbeatable.
50,STEVE ROGERS,"Did he give you any clues, any coordinates, anything?"
51,TONY STARK,Pfft! I saw this coming a few years back. I had a vision. I didn't wanna believe it. Thought I was dreaming.
52,STEVE ROGERS,"Tony, I'm gonna need you to focus."
53,TONY STARK,I need to shave. And I believe I remember telling all youse -
54,RHODEY,"Tony, Tony, Tony!"
55,TONY STARK,Alive and otherwise what we needed was a suit of armor around the world! Remember that? Whether it impacted our precious freedoms or not- that's what we needed!
56,STEVE ROGERS,"Well, that didn't work out, did it?"
57,TONY STARK,"I said, ""we'd lose"". You said, ""We'll do that together too."" And guess what, Cap? We lost. And you weren't there. But that's what we do, right? Our best work after the fact? We're the Avengers, we're the Avengers. Not the Prevengers."
58,RHODEY,Okay.
59,TONY STARK,Right?
60,RHODEY,You made your point. Just sit down.
61,TONY STARK,Okay...
62,RHODEY,Okay?
63,TONY STARK,"Nah, nah. Here's my point. You know what?"
64,RHODEY,"Tony, you're sick."
65,TONY STARK,"She's great, by the way."
66,RHODEY,Sit down. Sit.
67,TONY STARK,"We need you. You're new blood. Bunch of tired old mules!  I got nothing for you, Cap! I got no coordinates, no clues, no strategies, no options. Zero. Zip. Nada. No trust. Liar."
68,TONY STARK,"Here, take this. You find him, and you put that on. You hide."
69,STEVE ROGERS,Tony!
70,TONY STARK,I'm fine. I...
71,RHODEY,Bruce gave him a sedative. He's gonna probably be out for the rest of the day.
72,CAROL DANVERS,You guys take care of him. And I'll bring him a Xorrian Elixir when I come back.
73,NATASHA ROMANOFF,Where are you going?
74,CAROL DANVERS,To kill Thanos.
75,NATASHA ROMANOFF,"Hey, you know, we usually work as a team here, and between you and I, morale's a little fragile."
76,STEVE ROGERS,"We realize up there is more your territory, but this is our fight too."
77,RHODEY,You even know where he is?
78,CAROL DANVERS,I know people who might.
79,NEBULA,"Don't bother. I can tell you where Thanos is. Thanos spent a long time trying to perfect me. And when he worked, he talked about his great plan. Even disassembled, I wanted to please him. I'd ask ""where would we go once his plan was complete?"". His answer was always the same: ""To the Garden."""
80,RHODEY,"That's cute, Thanos has a retirement plan."
81,STEVE ROGERS,So where is he?
82,ROCKET,"When Thanos snapped his fingers, Earth became ground zero for a power surge of ridiculously cosmic proportions. No one's ever seen anything like it... Until two days ago.  On this planet."
83,NEBULA,Thanos is there.
84,NATASHA ROMANOFF,He used the stones again.
85,BRUCE BANNER,"Hey, hey, hey. We'd be going in short-handed, you know."
86,RHODEY,"Look, he's still got the stones, so..."
87,CAROL DANVERS,So let's get him... Use them to bring everyone back.
88,RHODEY,Just like that?
89,STEVE ROGERS,"Yeah, just like that."
90,NATASHA ROMANOFF,Even if there's a small chance that we can undo this... I mean we owe it to everyone who's not in this room to try.
91,BRUCE BANNER,"If we do this, how do we know it's gonna end any differently than it did before?"
92,CAROL DANVERS,"Because before, you didn't have me."
93,RHODEY,"Hey, new girl, everyone here is about that superhero life. And if you don't mind my asking, where the hell have you been all this time?"
94,CAROL DANVERS,"There are a lot of other planets in the universe. And unfortunately, they didn't have you guys."
95,THOR,I like this one.
96,STEVE ROGERS,Let's go get this son of a bitch.
97,[Title Screen,Avengers: Endgame]
98,ROCKET,"Okay, who here hasn't been to space?"
99,RHODEY,Why?
100,ROCKET,You better not throw up on my ship.
101,NEBULA,Approaching jump in 3... 2... 1!
102,CAROL DANVERS,I'll head down for recon.
103,NATASHA ROMANOFF,"This is gonna work, Steve."
104,STEVE ROGERS,I know it will.
105,STEVE ROGERS,Cause I don't know what I'm going to do if it doesn't.
106,CAROL DANVERS,"No satellites, no ships, no armies, no ground defenses of any kind. It's just him."
107,NEBULA,And that's enough.
108,ROCKET,Oh no.
109,STEVE ROGERS,Where are they?
110,CAROL DANVERS,Answer the question!
111,THANOS,"The universe required correction. After that, the stones served no purpose, beyond temptation."
112,BRUCE BANNER,You murdered trillions!
113,THANOS,You should be grateful.
114,NATASHA ROMANONFF,Where are the Stones?
115,THANOS,Gone. Reduced to atoms.
116,BRUCE BANNER,You used them two days ago!
117,THANOS,I used the stones to destroy the stones. It nearly killed me. But the work is done. It always will be.  I am... inevitable.
118,RHODEY,"We have to tear this place apart, he-he-he has to be lying."
119,NEBULA,My father is many things. A liar is not one of them.
120,THANOS,"Ah, thank you, daughter.  Perhaps I treated you too harshly."
121,ROCKET,What... What did you do?
122,THOR,I went for the head.
123,JOE RUSSO,"So I, uh... Went on a date the other day. It's the first time in five years, you know? I'm sitting there at dinner... I didn't even know what to talk about."
124,STEVE ROGERS,What did you talk about?
125,JOE RUSSO,"Same old crap, you know? How things have changed, and... my job, his job... How much we miss the Mets. And then things get quiet... He cried as they were serving the salads."
126,JIM STARLIN,What about you?
127,JOE RUSSO,"I cried... just before dessert. But I'm seeing him again tomorrow, so..."
128,STEVE ROGERS,"That's great. You did the hardest part. You took the jump, you didn't know where you were gonna come down. And that's it. That's those little brave baby steps we gotta take. To try and become whole again, try and find purpose. I went in the ice in '45 right after I met the love of my life. Woke up 70 years later. You gotta move on. Gotta to move on. The world is in our hands. It's left to us guys, and we got to do something with it. Otherwise... Thanos should have killed all of us."
129,[Screen Title,SAN FRANCISCO]
130,SCOTT LANG,What the hell?
131,SCOTT LANG,Hope?
132,SCOTT LANG,Kid! Hey kid!
133,SCOTT LANG,What the hell happened here?
134,SCOTT LANG,"No. Please. Please, please.  Excuse me, sorry. No, Cassie, no."
135,SCOTT LANG,
136,SCOTT LANG,What?
137,SCOTT LANG,Cassie?
138,CASSIE LANG,Dad?
139,SCOTT LANG,You're so big!
140,ROCKET,"Yeah, we boarded that highly suspect warship Danvers pinged."
141,"[The camera cuts showing a few of the Avengers in holographic calls from the left to right, respectively","Nebula and Rocket Raccoon, Okoye, Danvers with a tomboyish haircut, and Rhodes.]"
142,NEBULA,It was an infectious garbage scowl.
143,ROCKET,"So, thanks for the hot tip."
144,CAROL DANVERS,"Well, you were closer."
145,ROCKET,Yeah. And now we smell like garbage.
146,NATASHA ROMANOFF,You get a reading on those tremors?
147,OKOYE,It was a mild subduction under the African plate.
148,NATASHA ROMANOFF,Do we have a visual? How are we handling it?
149,OKOYE,"Nat, it's an earthquake under the ocean. We handle it by not handling it."
150,NATASHA ROMANOFF,"Carol, are we seeing you here next month?"
151,CAROL DANVERS,Not likely.
152,ROCKET,"What, you gonna get another haircut?"
153,CAROL DANVERS,"Listen fur-face, I'm covering a lot of territory. The things that are happening on Earth, are happening everywhere, on thousands of planets."
154,ROCKET,"All right, all right, that's a good point. That's a good point."
155,CAROL DANVERS,So you might not see me for a long time.
156,NATASHA ROMANOFF,"Alright. Uh, well. This channel is always active. So, if anything goes sideways... anyone's making trouble where they shouldn't... comes through me."
157,ROCKET,Okay.
158,NATASHA ROMANOFF,Alright.
159,CAROL DANVERS,
160,NATASHA ROMANOFF,Where are you?
161,RHODEY,Mexico. The Federales found a room full of bodies. Looks like a bunch of cartel guys. Never even had the chance to get their guns off.
162,NATASHA ROMANOFF,It's probably a rival gang.
163,RHODEY,"Except it isn't.  I gotta tell you, there's a part of me that doesn't even want to find him."
164,NATASHA ROMANOFF,Will you find out where he's going next?
165,RHODEY,Nat...
166,NATASHA ROMANOFF,Please.
167,RHODEY,
168,STEVE ROGERS,You know I'd offer to cook you dinner but you seem pretty miserable already.
169,NATASHA ROMANOFF,You here to do your laundry?
170,STEVE ROGERS,And to see a friend.
171,NATASHA ROMANOFF,"Clearly, your friend is fine."
172,STEVE ROGERS,You know I saw a pod of whales when I was coming up the bridge.
173,NATASHA ROMANOFF,In the Hudson?
174,STEVE ROGERS,"There's fewer ships, cleaner water."
175,NATASHA ROMANOFF,"You know, if you're about to tell me to look on the bright side. Um... I'm about you to hit you in the head with a peanut butter sandwich."
176,STEVE ROGERS,Sorry. Force of habit.
177,STEVE ROGERS,"You know, I keep telling everybody they should move on and... grow. Some do. But not us."
178,NATASHA ROMANOFF,"If I move on, who does this?"
179,STEVE ROGERS,Maybe it doesn't need to be done.
180,NATASHA ROMANOFF,I used to have nothing. And then I got this. This job... this family. And I was... I was better because of it. And even though... they're gone... I'm still trying to be better.
181,STEVE ROGERS,I think we both need to get a life.
182,NATASHA ROMANOFF,You first.
183,SCOTT LANG,"Oh! Hi. Hi! Is anyone home? This is Scott Lang. We met a few years ago, at the airport? In Germany? I got really big, and I had my mask on. You wouldn't recognize me."
184,STEVE ROGERS,Is this an old message?
185,NATASHA ROMANOFF,It's the front gate.
186,SCOTT LANG,"Ant-Man? Ant-Man, I know you know that. I need to talk to you guys."
187,STEVE ROGERS,Scott. Are you okay?
188,SCOTT LANG,Yeah. I'm fine.
189,SCOTT LANG,Have you ever studied Quantum Physics?
190,NATASHA ROMANOFF,Only to make conversation.
191,SCOTT LANG,"Alright. So... five years ago, right before Thanos, I was in a place called the Quantum Realm. The Quantum Realm is like its own microscopic universe. To get in there, you have to be incredibly small. Hope, she's my... She was my...  She was supposed to pull me out. And then Thanos happened, and I got stuck in there."
192,NATASHA ROMANOFF,I'm sorry. That must've been a very long five years.
193,SCOTT LANG,"Yeah, but that's just it. It wasn't. For me, it was five hours."
194,SCOTT LANG,"See, the rules of the Quantum Realm aren't like they are up here. Everything is unpredictable. Is that anybody's sandwich? I'm starving."
195,STEVE ROGERS,"Scott, what are you talking about?"
196,SCOTT LANG,"What I'm saying is, time works differently in the Quantum Realm. The only problem is right now, we don't have a way to navigate it. But what if we did? I can't stop thinking about it. What if, we could somehow control the chaos, and we could navigate it? What if there was a way to enter the Quantum Realm at a certain point in time but then exit at another point in time? Like... Like before Thanos."
197,STEVE ROGERS,"Wait, are you talking about a time machine?"
